date,high,low,close,change,最近N1个交易日的最高点,最近N2个交易日的最低点,当天的仓位,资金指数
2013-02-21,185.2,175.05,180.02,0.011917,206.48,172.0,0.0,190.536816768
2013-02-22,186.6,181.0,185.59,0.030941,202.8,172.0,0.0,190.536816768
2013-02-25,185.35,180.26,181.09,-0.024247,200.1,172.0,0.0,190.536816768
2013-02-26,184.0,177.33,177.37,-0.020542,200.1,172.0,0.0,190.536816768
2013-02-27,178.7,175.56,176.77,-0.003383,200.1,172.0,0.0,190.536816768
2013-02-28,177.8,172.0,175.0,-0.010013,191.8,172.0,0.0,190.536816768
2013-03-01,175.96,172.99,173.82,-0.006743,188.4,172.0,0.0,190.536816768
2013-03-04,176.62,173.72,174.72,0.005178,188.4,172.0,0.0,190.536816768
2013-03-05,176.46,173.86,175.0,0.001603,188.4,172.0,0.0,190.536816768
2013-03-06,177.3,173.65,177.22,0.012686,188.4,172.0,0.0,190.536816768
2013-03-07,188.6,179.32,183.86,0.037468,188.6,172.0,0.0,190.536816768
2013-03-08,187.5,183.67,184.13,0.001469,188.6,172.0,0.0,190.536816768
2013-03-11,185.5,181.81,185.2,0.005811,188.6,172.0,0.0,190.536816768
2013-03-12,186.1,180.0,182.18,-0.016307,188.6,172.0,0.0,190.536816768
2013-03-13,186.02,182.4,183.83,0.009057,188.6,172.0,0.0,190.536816768
2013-03-14,184.77,178.66,178.94,-0.026601,188.6,172.0,0.0,190.536816768
2013-03-15,180.7,175.1,176.97,-0.011009,188.6,172.0,0.0,190.536816768
2013-03-18,176.9,168.19,169.45,-0.042493,188.6,168.19,0.0,190.536816768
2013-03-19,169.82,164.51,165.18,-0.025199,188.6,164.51,0.0,190.536816768
2013-03-20,170.59,164.1,169.91,0.028635,188.6,164.1,0.0,190.536816768
2013-03-21,169.5,165.8,166.78,-0.018422,188.6,164.1,0.0,190.536816768
2013-03-22,169.9,165.71,169.05,0.013611,188.6,164.1,0.0,190.536816768
2013-03-25,170.77,168.1,169.03,-0.000118,188.6,164.1,0.0,190.536816768
2013-03-26,171.21,168.41,169.88,0.005029,188.6,164.1,0.0,190.536816768
2013-03-27,170.4,165.4,166.79,-0.018189,188.6,164.1,0.0,190.536816768
2013-03-28,168.18,162.31,166.82,0.00018,188.6,162.31,0.0,190.536816768
2013-03-29,169.57,166.02,168.86,0.012229,188.6,162.31,0.0,190.536816768
2013-04-01,168.46,164.58,164.95,-0.023155,188.6,162.31,0.0,190.536816768
2013-04-02,165.97,163.27,163.71,-0.007517,188.6,162.31,0.0,190.536816768
2013-04-03,165.0,163.18,163.85,0.000855,188.6,162.31,0.0,190.536816768
2013-04-08,165.0,160.45,164.32,0.002868,187.5,160.45,0.0,190.536816768
2013-04-09,164.9,162.7,163.6,-0.004382,186.1,160.45,0.0,190.536816768
2013-04-10,171.11,162.7,169.96,0.038875,186.1,160.45,0.0,190.536816768
2013-04-11,171.0,168.3,168.92,-0.006119,186.02,160.45,0.0,190.536816768
2013-04-12,174.4,168.5,172.23,0.019595,184.77,160.45,0.0,190.536816768
2013-04-15,173.66,170.02,172.74,0.002961,180.7,160.45,0.0,190.536816768
2013-04-16,175.2,169.6,173.16,0.002431,176.9,160.45,0.0,190.536816768
2013-04-17,178.77,173.55,178.49,0.030781,178.77,160.45,0.0,190.536816768
2013-04-18,180.0,176.01,179.15,0.003698,180.0,160.45,1.0,191.241421917
2013-04-19,179.88,176.89,179.23,0.000447,180.0,160.45,1.0,191.326906832
2013-04-22,178.9,173.5,173.71,-0.030798,180.0,160.45,1.0,185.434420756
2013-04-23,174.98,171.7,171.81,-0.010938,180.0,160.45,1.0,183.406139061
2013-04-24,175.0,170.3,174.87,0.01781,180.0,160.45,1.0,186.672602398
2013-04-25,177.56,173.22,176.7,0.010465,180.0,160.45,1.0,188.626131182
2013-04-26,178.0,173.01,173.99,-0.015337,180.0,160.45,1.0,185.733172208
2013-05-02,173.05,169.03,171.11,-0.016553,180.0,160.45,1.0,182.658731009
2013-05-03,174.02,170.6,172.45,0.007831,180.0,160.45,1.0,184.089131531
2013-05-06,177.98,171.98,177.8,0.031023,180.0,160.45,1.0,189.800128659
2013-05-07,188.34,179.02,187.69,0.055624,188.34,160.45,1.0,200.357571015
2013-05-08,190.0,186.13,188.89,0.006394,190.0,160.45,1.0,201.638657324
2013-05-09,197.2,189.26,197.18,0.043888,197.2,162.7,1.0,210.488174717
2013-05-10,200.92,196.01,197.11,-0.000355,200.92,162.7,1.0,210.413451415
2013-05-13,201.6,193.77,197.68,0.002892,201.6,168.3,1.0,211.021967116
2013-05-14,197.1,190.01,191.19,-0.032831,201.6,168.5,1.0,204.093904914
2013-05-15,196.66,190.72,194.66,0.018149,201.6,169.03,1.0,207.798005194
2013-05-16,200.51,192.0,194.85,0.000976,201.6,169.03,1.0,208.000816047
2013-05-17,196.45,193.0,195.91,0.00544,201.6,169.03,1.0,209.132340487
2013-05-20,198.48,194.45,195.0,-0.004645,201.6,169.03,1.0,208.160920765
2013-05-21,195.76,193.51,195.02,0.000103,201.6,169.03,1.0,208.18236134
2013-05-22,200.6,195.1,199.47,0.022818,201.6,169.03,1.0,212.932666461
2013-05-23,206.49,199.6,202.44,0.014889,206.49,169.03,1.0,216.103020932
2013-05-24,207.17,200.0,200.93,-0.007459,207.17,169.03,1.0,214.491108499
2013-05-27,202.1,198.0,201.63,0.003484,207.17,169.03,1.0,215.238395521
2013-05-28,203.31,199.55,202.14,0.002529,207.17,169.03,1.0,215.782733423
2013-05-29,206.87,201.35,201.49,-0.003216,207.17,169.03,1.0,215.088776152
2013-05-30,202.82,199.01,200.25,-0.006154,207.17,170.6,1.0,213.765119824
2013-05-31,201.4,197.0,197.1,-0.01573,207.17,171.98,1.0,210.402594489
2013-06-03,202.55,197.18,202.08,0.025266,207.17,179.02,1.0,215.718626441
2013-06-04,205.3,201.65,201.7,-0.00188,207.17,186.13,1.0,215.313075424
2013-06-05,202.5,199.58,201.17,-0.002628,207.17,189.26,1.0,214.747232661
2013-06-06,204.8,201.21,201.66,0.002436,207.17,190.01,1.0,215.27035692
2013-06-07,200.0,193.51,196.26,0.005053,207.17,190.01,1.0,216.358118034
2013-06-13,198.48,192.01,194.71,-0.007898,207.17,190.01,1.0,214.649321617
2013-06-14,195.0,189.58,194.02,-0.003544,207.17,189.58,1.0,213.888604422
2013-06-17,194.98,189.21,189.48,-0.0234,207.17,189.21,1.0,208.883611078
2013-06-18,191.8,186.52,191.65,0.011452,207.17,186.52,0.0,208.883611078
2013-06-19,195.5,188.2,194.83,0.016593,207.17,186.52,0.0,208.883611078
2013-06-20,195.48,190.61,191.74,-0.01586,207.17,186.52,0.0,208.883611078
2013-06-21,195.88,187.5,191.17,-0.002973,207.17,186.52,0.0,208.883611078
2013-06-24,192.0,185.18,185.62,-0.029032,207.17,185.18,0.0,208.883611078
2013-06-25,190.3,176.03,189.84,0.022735,207.17,176.03,0.0,208.883611078
2013-06-26,189.82,184.78,188.72,-0.0059,206.87,176.03,0.0,208.883611078
2013-06-27,192.35,188.09,189.58,0.004557,206.87,176.03,0.0,208.883611078
2013-06-28,193.46,188.85,192.37,0.014717,206.87,176.03,0.0,208.883611078
2013-07-01,194.97,191.02,194.29,0.009981,205.3,176.03,0.0,208.883611078
2013-07-02,198.99,192.62,197.95,0.018838,205.3,176.03,0.0,208.883611078
2013-07-03,199.8,196.13,197.97,0.000101,205.3,176.03,0.0,208.883611078
2013-07-04,199.86,196.58,196.62,-0.006819,205.3,176.03,0.0,208.883611078
2013-07-05,199.37,196.9,197.12,0.002543,204.8,176.03,0.0,208.883611078
