code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600519,2014-10-29,158.800000,159.560000,157.480000,158.300000,-0.002772,2142344.000000,339064782.000000,180778283400.000000,180778283400.000000,0.001876,992.064906,2014-06-30,2014-08-29,11.957398,5.741826,15.413288,3.992716,144.410017
sh600519,2014-10-28,157.320000,159.100000,157.180000,158.740000,0.007873,2054841.000000,325762184.000000,181280762520.000000,181280762520.000000,0.001799,994.822555,2014-06-30,2014-08-29,11.990636,5.757787,15.456132,4.003814,144.811435
sh600519,2014-10-27,156.970000,159.100000,154.890000,157.500000,-0.008686,2797069.000000,439570888.000000,179864685000.000000,179864685000.000000,0.002449,987.051498,2014-06-30,2014-08-29,11.896971,5.712810,15.335397,3.972539,143.680240
sh600519,2014-10-24,158.950000,159.890000,157.690000,158.880000,-0.001069,1998007.000000,317073600.000000,181440642240.000000,181440642240.000000,0.001750,995.700150,2014-06-30,2014-08-29,12.001213,5.762866,15.469767,4.007346,144.939182
sh600519,2014-10-23,158.570000,160.280000,157.890000,159.050000,-0.000189,3191734.000000,508245989.000000,181634781900.000000,181634781900.000000,0.002795,996.765692,2014-06-30,2014-08-29,12.014056,5.769033,15.486322,4.011635,145.094288
sh600519,2014-10-22,158.440000,159.460000,157.500000,159.080000,0.003913,2283641.000000,363211434.000000,181669041840.000000,181669041840.000000,0.002000,996.954116,2014-06-30,2014-08-29,12.016327,5.770124,15.489249,4.012393,145.121716
sh600519,2014-10-21,157.000000,159.340000,156.600000,158.460000,0.009814,3991128.000000,632422372.000000,180961003080.000000,180961003080.000000,0.003495,993.068240,2014-06-30,2014-08-29,11.969491,5.747633,15.428876,3.996754,144.556068
sh600519,2014-10-20,158.380000,158.500000,156.400000,156.920000,-0.009218,3291008.000000,517853721.000000,179202326160.000000,179202326160.000000,0.002882,983.416986,2014-06-30,2014-08-29,11.853164,5.691774,15.278929,3.957911,143.151182
sh600519,2014-10-17,158.000000,159.050000,156.900000,158.380000,0.006738,3097659.000000,489885674.000000,180869643240.000000,180869643240.000000,0.002712,992.566464,2014-06-30,2014-08-29,11.963443,5.744729,15.421080,3.994734,144.483027
sh600519,2014-10-16,156.100000,158.190000,156.100000,157.320000,0.000000,2394969.000000,377655669.000000,179659125360.000000,179659125360.000000,0.002097,985.923312,2014-06-30,2014-08-29,11.883373,5.706280,15.317868,3.967998,143.516016
sh600519,2014-10-15,154.750000,157.580000,154.710000,157.320000,0.015557,2223805.000000,348033851.000000,179659125360.000000,179659125360.000000,0.001947,985.923312,2014-06-30,2014-08-29,11.883373,5.706280,15.317868,3.967998,143.516016
sh600519,2014-10-14,155.000000,156.990000,154.440000,154.910000,-0.007623,2889594.000000,449942595.000000,176906910180.000000,176906910180.000000,0.002530,970.820262,2014-06-30,2014-08-29,11.701335,5.618867,15.083219,3.907214,141.317539
sh600519,2014-10-13,157.810000,157.880000,153.680000,156.100000,-0.018362,5317638.000000,826349742.000000,178265887800.000000,178265887800.000000,0.004656,978.277672,2014-06-30,2014-08-29,11.791219,5.662029,15.199081,3.937227,142.403077
sh600519,2014-10-10,159.020000,159.800000,157.700000,159.020000,-0.006187,4314771.000000,684789402.000000,181600521960.000000,181600521960.000000,0.003778,996.576816,2014-06-30,2014-08-29,12.011780,5.767940,15.483387,4.010875,145.066794
sh600519,2014-10-09,159.870000,160.250000,158.580000,160.010000,-0.004480,3624491.000000,578151792.000000,182731099980.000000,182731099980.000000,0.003174,1002.781022,2014-06-30,2014-08-29,12.086559,5.803848,15.579779,4.035844,145.969910
sh600519,2014-10-08,161.000000,161.100000,157.800000,160.730000,-0.008635,4565282.000000,725030231.000000,183553338540.000000,183553338540.000000,0.003998,1007.293698,2014-06-30,2014-08-29,12.140951,5.829967,15.649891,4.054006,146.626798
sh600519,2014-09-30,162.740000,162.990000,161.200000,162.130000,-0.002093,2157419.000000,349657790.000000,185152135740.000000,185152135740.000000,0.001889,1016.067440,2014-06-30,2014-08-29,12.246701,5.880747,15.786205,4.089318,147.903948
sh600519,2014-09-29,162.330000,163.200000,161.390000,162.470000,0.000986,2348859.000000,381683082.000000,185540415060.000000,185540415060.000000,0.002057,1018.198530,2014-06-30,2014-08-29,12.272387,5.893081,15.819315,4.097895,148.214161
sh600519,2014-09-26,161.500000,163.120000,159.200000,162.310000,0.000740,2271665.000000,366907285.000000,185357695380.000000,185357695380.000000,0.001989,1017.195575,2014-06-30,2014-08-29,12.260298,5.887276,15.803732,4.093858,148.068165
sh600519,2014-09-25,160.920000,163.980000,160.900000,162.190000,0.012485,5685144.000000,924878313.000000,185220655620.000000,185220655620.000000,0.004978,1016.443407,2014-06-30,2014-08-29,12.251233,5.882923,15.792046,4.090831,147.958676
sh600519,2014-09-24,156.490000,160.500000,155.600000,160.190000,0.017209,4344896.000000,687426587.000000,182936659620.000000,182936659620.000000,0.003805,1003.909595,2014-06-30,2014-08-29,12.100162,5.810380,15.597314,4.040387,146.134191
sh600519,2014-09-23,156.700000,157.500000,156.360000,157.480000,0.003441,3454611.000000,541705820.000000,179841845040.000000,179841845040.000000,0.003025,986.925593,2014-06-30,2014-08-29,11.895453,5.712081,15.333440,3.972032,143.661913
sh600519,2014-09-22,160.710000,160.710000,156.840000,156.940000,-0.024308,3719154.000000,586709101.000000,179225166120.000000,179225166120.000000,0.003257,983.541228,2014-06-30,2014-08-29,11.854661,5.692493,15.280859,3.958411,143.169267
sh600519,2014-09-19,159.250000,160.980000,158.500000,160.850000,0.010047,2266599.000000,362408981.000000,183690378300.000000,183690378300.000000,0.001985,1008.044780,2014-06-30,2014-08-29,12.150004,5.834314,15.661560,4.057029,146.736129
sh600519,2014-09-18,158.020000,159.380000,157.080000,159.250000,0.006446,2648204.000000,418431987.000000,181863181500.000000,181863181500.000000,0.002319,998.017696,2014-06-30,2014-08-29,12.029147,5.776279,15.505774,4.016674,145.276536
sh600519,2014-09-17,158.470000,159.540000,157.340000,158.230000,0.004890,2584128.000000,408684990.000000,180698343540.000000,180698343540.000000,0.002263,991.625677,2014-06-30,2014-08-29,11.952103,5.739284,15.406464,3.990948,144.346081
sh600519,2014-09-16,160.500000,160.600000,157.020000,157.460000,-0.012233,3482315.000000,551314386.000000,179819005080.000000,179819005080.000000,0.003049,986.800224,2014-06-30,2014-08-29,11.893942,5.711355,15.331493,3.971527,143.643663
sh600519,2014-09-15,161.900000,161.910000,158.800000,159.410000,-0.018713,3254386.000000,519621410.000000,182045901180.000000,182045901180.000000,0.002850,999.021251,2014-06-30,2014-08-29,12.041243,5.782088,15.521365,4.020713,145.422618
sh600519,2014-09-12,161.490000,162.650000,160.320000,162.450000,0.002902,1735601.000000,280548666.000000,185517575100.000000,185517575100.000000,0.001520,1018.072441,2014-06-30,2014-08-29,12.270867,5.892351,15.817356,4.097387,148.195806
sh600519,2014-09-11,163.870000,164.820000,161.480000,161.980000,-0.011775,3187554.000000,519406664.000000,184980836040.000000,184980836040.000000,0.002791,1015.126543,2014-06-30,2014-08-29,12.235360,5.875301,15.771587,4.085531,147.766987
sh600519,2014-09-10,163.700000,165.000000,163.010000,163.910000,-0.001036,1786772.000000,293245987.000000,187184892180.000000,187184892180.000000,0.001565,1027.222083,2014-06-30,2014-08-29,12.381148,5.945307,15.959510,4.134211,149.527675
sh600519,2014-09-09,167.650000,167.970000,164.000000,164.080000,-0.020476,2056281.000000,339388091.000000,187379031840.000000,187379031840.000000,0.001801,1028.287389,2014-06-30,2014-08-29,12.393989,5.951473,15.976061,4.138499,149.682746
sh600519,2014-09-05,165.700000,168.160000,165.210000,167.510000,0.014843,3473195.000000,579714726.000000,191296084980.000000,191296084980.000000,0.003041,1049.782741,2014-06-30,2014-08-29,12.653073,6.075883,16.310025,4.225010,152.811719
sh600519,2014-09-04,164.700000,165.940000,163.680000,165.060000,0.001456,2397587.000000,395280315.000000,188498189880.000000,188498189880.000000,0.002099,1034.428715,2014-06-30,2014-08-29,12.468010,5.987017,16.071476,4.163215,150.576709
sh600519,2014-09-03,162.580000,167.420000,162.560000,164.820000,0.013903,4204225.000000,695551833.000000,188224110360.000000,188224110360.000000,0.003681,1032.924777,2014-06-30,2014-08-29,12.449883,5.978313,16.048110,4.157163,150.357788
sh600519,2014-09-02,158.810000,162.640000,158.030000,162.560000,0.025939,4124613.000000,664712697.000000,185643194880.000000,185643194880.000000,0.003612,1018.760943,2014-06-30,2014-08-29,12.279166,5.896336,15.828053,4.100158,148.296028
sh600519,2014-09-01,158.200000,159.500000,157.710000,158.450000,0.001390,1645024.000000,260760134.000000,180949583100.000000,180949583100.000000,0.001440,993.003427,2014-06-30,2014-08-29,11.968710,5.747258,15.427869,3.996493,144.546633
sh600519,2014-08-29,156.000000,158.590000,155.000000,158.230000,0.014165,2383883.000000,375517439.000000,180698343540.000000,180698343540.000000,0.002087,991.625068,2014-06-30,2014-08-29,11.952096,5.739280,15.406454,3.990946,144.345992
sh600519,2014-08-28,156.000000,158.360000,156.000000,156.020000,-0.002238,1761803.000000,276811143.000000,178174527960.000000,178174527960.000000,0.001543,977.774887,2014-03-31,2014-04-25,12.015809,5.826314,15.213930,3.956915,142.329889
sh600519,2014-08-27,157.720000,157.780000,156.180000,156.370000,-0.008559,1382867.000000,216703370.000000,178574227260.000000,178574227260.000000,0.001211,979.968056,2014-03-31,2014-04-25,12.042760,5.839383,15.248055,3.965790,142.649138
sh600519,2014-08-26,158.500000,159.420000,156.960000,157.720000,-0.006488,1658960.000000,261850709.000000,180115924560.000000,180115924560.000000,0.001453,988.428011,2014-03-31,2014-04-25,12.146724,5.889793,15.379690,4.000026,143.880612
sh600519,2014-08-25,159.270000,160.150000,158.300000,158.750000,-0.003265,1537672.000000,244745466.000000,181292182500.000000,181292182500.000000,0.001346,994.882811,2014-03-31,2014-04-25,12.226047,5.928256,15.480125,4.026148,144.820206
sh600519,2014-08-22,160.000000,160.390000,158.750000,159.270000,-0.004376,1863671.000000,297023432.000000,181886021460.000000,181886021460.000000,0.001632,998.141744,2014-03-31,2014-04-25,12.266095,5.947675,15.530833,4.039336,145.294593
sh600519,2014-08-21,162.000000,162.320000,159.000000,159.970000,-0.012531,1887273.000000,301791000.000000,182685420060.000000,182685420060.000000,0.001653,1002.528810,2014-03-31,2014-04-25,12.320008,5.973816,15.599094,4.057090,145.933196
sh600519,2014-08-20,158.740000,162.060000,158.500000,162.000000,0.020923,3708495.000000,596509533.000000,185003676000.000000,185003676000.000000,0.003247,1015.250919,2014-03-31,2014-04-25,12.476349,6.049624,15.797047,4.108575,147.785091
sh600519,2014-08-19,159.750000,159.750000,158.450000,158.680000,-0.006698,3209577.000000,509709617.000000,181212242640.000000,181212242640.000000,0.002810,994.444164,2014-03-31,2014-04-25,12.220656,5.925642,15.473299,4.024373,144.756354
sh600519,2014-08-18,162.000000,162.300000,159.100000,159.750000,-0.011081,4169827.000000,667452065.000000,182434180500.000000,182434180500.000000,0.003651,1001.149865,2014-03-31,2014-04-25,12.303062,5.965600,15.577638,4.051510,145.732470
sh600519,2014-08-15,162.200000,162.490000,161.130000,161.540000,0.000495,2180268.000000,352476093.000000,184478356920.000000,184478356920.000000,0.001909,1012.367914,2014-03-31,2014-04-25,12.440920,6.032445,15.752188,4.096908,147.365427
sh600519,2014-08-14,162.020000,163.440000,161.280000,161.460000,-0.006339,2295894.000000,373085470.000000,184386997080.000000,184386997080.000000,0.002010,1011.867040,2014-03-31,2014-04-25,12.434765,6.029461,15.744395,4.094881,147.292517
sh600519,2014-08-13,162.040000,164.780000,160.800000,162.490000,0.002777,3445403.000000,560675713.000000,185563255020.000000,185563255020.000000,0.003017,1018.322184,2014-03-31,2014-04-25,12.514092,6.067925,15.844835,4.121004,148.232160
sh600519,2014-08-12,161.810000,162.750000,160.150000,162.040000,-0.006316,1960436.000000,316255852.000000,185049355920.000000,185049355920.000000,0.001717,1015.502135,2014-03-31,2014-04-25,12.479436,6.051121,15.800956,4.109591,147.821660
sh600519,2014-08-11,162.480000,163.200000,161.510000,163.070000,0.005736,2007072.000000,326555328.000000,186225613860.000000,186225613860.000000,0.001758,1021.956814,2014-03-31,2014-04-25,12.558757,6.089583,15.901389,4.135713,148.761236
sh600519,2014-08-08,161.960000,163.330000,159.800000,162.140000,0.009589,2381942.000000,384676138.000000,185163555720.000000,185163555720.000000,0.002086,1016.128302,2014-03-31,2014-04-25,12.487131,6.054852,15.810699,4.112125,147.912808
sh600519,2014-08-07,163.100000,164.390000,160.500000,160.600000,-0.016654,2539649.000000,411237176.000000,183404878800.000000,183404878800.000000,0.002224,1006.477193,2014-03-31,2014-04-25,12.368529,5.997344,15.660530,4.073069,146.507943
sh600519,2014-08-06,164.800000,165.780000,162.000000,163.320000,-0.017624,2031723.000000,332041716.000000,186511113360.000000,186511113360.000000,0.001779,1023.522944,2014-03-31,2014-04-25,12.578003,6.098915,15.925758,4.142051,148.989209
sh600519,2014-08-05,164.000000,166.660000,161.670000,166.250000,0.011253,3835797.000000,627210395.000000,189857167500.000000,189857167500.000000,0.003359,1041.885127,2014-03-31,2014-04-25,12.803655,6.208331,16.211469,4.216360,151.662102
sh600519,2014-08-04,163.000000,165.620000,162.290000,164.400000,0.008713,3884820.000000,637175456.000000,187744471200.000000,187744471200.000000,0.003402,1030.291260,2014-03-31,2014-04-25,12.661179,6.139246,16.031071,4.169441,149.974440
sh600519,2014-08-01,160.170000,164.300000,159.620000,162.980000,0.016909,4325999.000000,704961964.000000,186122834040.000000,186122834040.000000,0.003788,1021.391872,2014-03-31,2014-04-25,12.551815,6.086217,15.892599,4.133426,148.679000
sh600519,2014-07-31,158.290000,160.380000,156.960000,160.270000,0.011103,2520631.000000,400860676.000000,183028019460.000000,183028019460.000000,0.002207,1004.408332,2014-03-31,2014-04-25,12.343105,5.985016,15.628339,4.064696,146.206789
sh600519,2014-07-30,160.740000,160.740000,156.500000,158.510000,-0.015833,5487629.000000,865210171.000000,181018102980.000000,181018102980.000000,0.004805,993.378846,2014-03-31,2014-04-25,12.207565,5.919294,15.456723,4.020062,144.601281
sh600519,2014-07-29,164.300000,164.300000,160.260000,161.060000,-0.019422,3601700.000000,580708806.000000,183930197880.000000,183930197880.000000,0.003154,1009.360044,2014-03-31,2014-04-25,12.403956,6.014522,15.705387,4.084735,146.927586
sh600519,2014-07-28,164.230000,167.990000,162.920000,164.250000,0.002258,4296899.000000,706875701.000000,187573171500.000000,187573171500.000000,0.003763,1029.352121,2014-03-31,2014-04-25,12.649638,6.133650,16.016458,4.165640,149.837734
sh600519,2014-07-25,164.000000,166.050000,161.060000,163.880000,0.002140,2783358.000000,454235014.000000,187150632240.000000,187150632240.000000,0.002437,1027.033080,2014-03-31,2014-04-25,12.621139,6.119831,15.980375,4.156256,149.500163
sh600519,2014-07-24,163.760000,169.100000,162.300000,163.530000,-0.002197,3568240.000000,595593137.000000,186750932940.000000,186750932940.000000,0.003125,1024.839923,2014-03-31,2014-04-25,12.594188,6.106763,15.946250,4.147380,149.180916
sh600519,2014-07-23,162.000000,165.000000,161.600000,163.890000,0.004228,2783633.000000,455655822.000000,187162052220.000000,187162052220.000000,0.002438,1027.096454,2014-03-31,2014-04-25,12.621918,6.120209,15.981361,4.156512,149.509388
sh600519,2014-07-22,159.600000,164.000000,159.600000,163.200000,0.013791,2982062.000000,483906541.000000,186374073600.000000,186374073600.000000,0.002611,1022.772173,2014-03-31,2014-04-25,12.568777,6.094441,15.914076,4.139012,148.879923
sh600519,2014-07-21,160.390000,162.880000,158.590000,160.980000,0.000000,3014322.000000,485174687.000000,183838838040.000000,183838838040.000000,0.002640,1008.858998,2014-03-31,2014-04-25,12.397799,6.011536,15.697591,4.082708,146.854651
sh600519,2014-07-18,153.590000,165.000000,152.700000,160.980000,0.047024,7489691.000000,1200093431.000000,183838838040.000000,183838838040.000000,0.006558,1008.858998,2014-03-31,2014-04-25,12.397799,6.011536,15.697591,4.082708,146.854651
sh600519,2014-07-17,154.090000,155.550000,152.000000,153.750000,-0.005305,2019117.000000,309501857.000000,175582192500.000000,175582192500.000000,0.001768,963.549067,2014-03-31,2014-04-25,11.840988,5.741546,14.992580,3.899345,140.259107
sh600519,2014-07-16,153.850000,156.780000,153.850000,154.570000,0.004941,2445933.000000,379071451.000000,176518630860.000000,176518630860.000000,0.002142,968.687957,2014-03-31,2014-04-25,11.904140,5.772167,15.072539,3.920141,141.007150
sh600519,2014-07-15,149.110000,158.000000,149.110000,153.810000,0.026975,5878798.000000,913284346.000000,175650712380.000000,175650712380.000000,0.005148,963.925202,2014-03-31,2014-04-25,11.845611,5.743787,14.998432,3.900867,140.313859
sh600519,2014-07-14,141.870000,150.890000,141.500000,149.770000,0.055685,4653481.000000,684819813.000000,171037040460.000000,171037040460.000000,0.004075,938.606297,2014-03-31,2014-04-25,11.534468,5.592918,14.604476,3.798405,136.628310
sh600519,2014-07-11,141.470000,143.090000,141.120000,141.870000,0.005885,1843286.000000,262292694.000000,162015256260.000000,162015256260.000000,0.001614,889.096935,2014-03-31,2014-04-25,10.926051,5.297904,13.834123,3.598048,129.421475
sh600519,2014-07-10,141.120000,141.830000,140.600000,141.040000,-0.001416,1215988.000000,171762392.000000,161067397920.000000,161067397920.000000,0.001065,883.895211,2014-03-31,2014-04-25,10.862128,5.266909,13.753186,3.576997,128.664286
sh600519,2014-07-09,142.000000,142.870000,141.020000,141.240000,-0.006611,1432860.000000,203120918.000000,161295797520.000000,161295797520.000000,0.001255,885.148582,2014-03-31,2014-04-25,10.877530,5.274377,13.772688,3.582069,128.846733
sh600519,2014-07-08,144.100000,144.170000,141.020000,142.180000,-0.013735,2109160.000000,299615515.000000,162369275640.000000,162369275640.000000,0.001847,891.039242,2014-03-31,2014-04-25,10.949920,5.309478,13.864345,3.605908,129.704207
sh600519,2014-07-07,142.800000,144.280000,142.210000,144.160000,0.005861,2287987.000000,327900742.000000,164630431680.000000,164630431680.000000,0.002003,903.448102,2014-03-31,2014-04-25,11.102412,5.383419,14.057424,3.656125,131.510504
sh600519,2014-07-04,143.400000,144.180000,142.720000,143.320000,0.000419,1540280.000000,220860905.000000,163671153360.000000,163671153360.000000,0.001349,898.183846,2014-03-31,2014-04-25,11.037720,5.352051,13.975513,3.634821,130.744212
sh600519,2014-07-03,142.210000,143.400000,141.400000,143.260000,0.008305,1933167.000000,275808355.000000,163602633480.000000,163602633480.000000,0.001693,897.807665,2014-03-31,2014-04-25,11.033097,5.349809,13.969660,3.633299,130.689453
sh600519,2014-07-02,142.030000,142.350000,141.000000,142.080000,0.002187,1206848.000000,171127803.000000,162255075840.000000,162255075840.000000,0.001057,890.412787,2014-03-31,2014-04-25,10.942222,5.305745,13.854598,3.603373,129.613017
sh600519,2014-07-01,142.590000,142.590000,140.800000,141.770000,-0.001479,1194668.000000,168987424.000000,161901056460.000000,161901056460.000000,0.001046,888.469703,2014-03-31,2014-04-25,10.918343,5.294167,13.824364,3.595509,129.330172
sh600519,2014-06-30,141.180000,142.890000,140.400000,141.980000,0.011398,2439950.000000,345879987.000000,162140876040.000000,162140876040.000000,0.002137,889.785696,2014-03-31,2014-04-25,10.934515,5.302009,13.844840,3.600835,129.521735
sh600519,2014-06-27,141.420000,141.420000,139.220000,140.380000,-0.008896,2647792.000000,371027132.000000,160313679240.000000,160313679240.000000,0.002319,879.758212,2014-03-31,2014-04-25,10.811288,5.242257,13.688815,3.560255,128.062083
sh600519,2014-06-26,142.230000,142.980000,141.410000,141.640000,-0.004148,3634851.000000,515915138.000000,161752596720.000000,161752596720.000000,0.003183,887.654789,2014-03-31,2014-04-25,10.908329,5.289311,13.811684,3.592212,129.211549
sh600519,2014-06-25,145.330000,145.330000,141.500000,142.230000,-0.016770,3817111.000000,546556386.000000,162426375540.000000,162426375540.000000,0.003342,891.352118,2014-03-31,2014-04-25,10.953765,5.311342,13.869213,3.607174,129.749751
sh600519,2014-06-24,156.620000,163.800000,156.550000,163.570000,0.046446,3853263.000000,621636108.000000,169815102600.000000,169815102600.000000,0.003712,906.555046,2014-03-31,2014-04-25,11.140593,5.401933,14.105767,3.668698,131.962767
sh600519,2014-06-23,153.500000,156.380000,153.360000,156.310000,0.020433,2898385.000000,449611781.000000,162277915800.000000,162277915800.000000,0.002792,866.318038,2014-03-31,2014-04-25,10.646123,5.162171,13.479689,3.505865,126.105663
sh600519,2014-06-20,152.700000,153.600000,152.320000,153.180000,0.002946,1201940.000000,183993516.000000,159028412400.000000,159028412400.000000,0.001158,848.971014,2014-03-31,2014-04-25,10.432947,5.058804,13.209774,3.435664,123.580542
sh600519,2014-06-19,153.560000,154.200000,152.500000,152.730000,-0.005535,1155144.000000,176868338.000000,158561231400.000000,158561231400.000000,0.001113,846.477292,2014-03-31,2014-04-25,10.402301,5.043945,13.170972,3.425572,123.217543
sh600519,2014-06-18,153.800000,154.450000,153.400000,153.580000,0.002546,1402456.000000,215965707.000000,159443684400.000000,159443684400.000000,0.001351,851.188621,2014-03-31,2014-04-25,10.460199,5.072018,13.244279,3.444638,123.903348
sh600519,2014-06-17,154.300000,154.300000,152.200000,153.190000,-0.007965,1636486.000000,250297887.000000,159038794200.000000,159038794200.000000,0.001576,849.026998,2014-03-31,2014-04-25,10.433635,5.059138,13.210645,3.435890,123.588691
sh600519,2014-06-16,152.900000,154.780000,152.400000,154.420000,0.010536,1623790.000000,249568876.000000,160315755600.000000,160315755600.000000,0.001564,855.843794,2014-03-31,2014-04-25,10.517406,5.099757,13.316713,3.463477,124.580979
sh600519,2014-06-13,152.690000,153.830000,151.160000,152.810000,0.001179,1697046.000000,259337717.000000,158644285800.000000,158644285800.000000,0.001635,846.920638,2014-03-31,2014-04-25,10.407750,5.046586,13.177871,3.427366,123.282079
sh600519,2014-06-12,154.070000,154.070000,152.120000,152.630000,-0.008510,1149960.000000,175855795.000000,158457413400.000000,158457413400.000000,0.001108,845.923294,2014-03-31,2014-04-25,10.395493,5.040644,13.162352,3.423330,123.136900
sh600519,2014-06-11,154.750000,155.380000,153.210000,153.940000,-0.005556,1078145.000000,166086241.000000,159817429200.000000,159817429200.000000,0.001038,853.183889,2014-03-31,2014-04-25,10.484718,5.083908,13.275325,3.452713,124.193790
sh600519,2014-06-10,153.250000,155.290000,153.250000,154.800000,0.010246,1930551.000000,298186720.000000,160710264000.000000,160710264000.000000,0.001860,857.950663,2014-03-31,2014-04-25,10.543297,5.112312,13.349495,3.472003,124.887665
sh600519,2014-06-09,152.300000,154.400000,152.300000,153.230000,-0.002344,1003481.000000,154198989.000000,159080321400.000000,159080321400.000000,0.000967,849.249255,2014-03-31,2014-04-25,10.436366,5.060462,13.214103,3.436790,123.621044
sh600519,2014-06-06,154.680000,155.650000,152.290000,153.590000,-0.007624,947745.000000,145936330.000000,159454066200.000000,159454066200.000000,0.000913,851.244572,2014-03-31,2014-04-25,10.460886,5.072352,13.245150,3.444865,123.911493
sh600519,2014-06-05,151.120000,155.000000,149.330000,154.770000,0.023950,2067863.000000,314507720.000000,160679118600.000000,160679118600.000000,0.001992,857.784320,2014-03-31,2014-04-25,10.541253,5.111320,13.346907,3.471330,124.863452
sh600519,2014-06-04,152.990000,153.380000,150.020000,151.150000,-0.010604,1049431.000000,158991999.000000,156920907000.000000,156920907000.000000,0.001011,837.720904,2014-03-31,2014-04-25,10.294695,4.991768,13.034725,3.390136,121.942919
sh600519,2014-06-03,153.000000,154.500000,152.250000,152.770000,-0.002937,1304848.000000,199563914.000000,158602758600.000000,158602758600.000000,0.001257,846.699304,2014-03-31,2014-04-25,10.405030,5.045268,13.174427,3.426471,123.249860
sh600519,2014-05-30,154.250000,155.280000,153.020000,153.220000,-0.006935,921765.000000,141927539.000000,159069939600.000000,159069939600.000000,0.000888,849.193385,2014-03-31,2014-04-25,10.435679,5.060129,13.213234,3.436564,123.612911
sh600519,2014-05-29,153.730000,155.930000,153.460000,154.290000,0.002274,1010682.000000,156525431.000000,160180792200.000000,160180792200.000000,0.000974,855.123668,2014-03-31,2014-04-25,10.508556,5.095466,13.305508,3.460563,124.476154
sh600519,2014-05-28,152.890000,155.000000,152.800000,153.940000,0.004830,1250197.000000,192903907.000000,159817429200.000000,159817429200.000000,0.001204,853.183528,2014-03-31,2014-04-25,10.484714,5.083905,13.275320,3.452711,124.193737
sh600519,2014-05-27,153.000000,155.750000,152.860000,153.200000,-0.002409,1303507.000000,201097681.000000,159049176000.000000,159049176000.000000,0.001256,849.082460,2014-03-31,2014-04-25,10.434316,5.059468,13.211508,3.436115,123.596765
sh600519,2014-05-26,154.900000,154.900000,152.850000,153.570000,0.008339,891056.000000,137024228.000000,159433302600.000000,159433302600.000000,0.000858,851.132839,2014-03-31,2014-04-25,10.459513,5.071686,13.243411,3.444412,123.895228
sh600519,2014-05-23,150.000000,152.780000,149.980000,152.300000,0.014995,1400963.000000,212338047.000000,158114814000.000000,158114814000.000000,0.001349,844.093940,2014-03-31,2014-04-25,10.373013,5.029743,13.133888,3.415927,122.870610
sh600519,2014-05-22,150.900000,153.600000,149.650000,150.050000,-0.006291,1867894.000000,281907878.000000,155778909000.000000,155778909000.000000,0.001799,831.623742,2014-03-31,2014-04-25,10.219767,4.955436,12.939855,3.365462,121.055385
sh600519,2014-05-21,144.100000,151.660000,143.950000,151.000000,0.041523,3873787.000000,575063792.000000,156765180000.000000,156765180000.000000,0.003731,836.888608,2014-03-31,2014-04-25,10.284467,4.986808,13.021775,3.386768,121.821765
sh600519,2014-05-20,148.100000,149.440000,143.600000,144.980000,-0.020273,4688591.000000,682615740.000000,150515336400.000000,150515336400.000000,0.004516,803.523885,2014-03-31,2014-04-25,9.874450,4.787996,12.502628,3.251746,116.965027
sh600519,2014-05-19,152.500000,153.000000,147.940000,147.980000,-0.046275,5625009.000000,838456335.000000,153629876400.000000,153629876400.000000,0.005418,820.150803,2014-03-31,2014-04-25,10.078777,4.887072,12.761339,3.319033,119.385325
sh600519,2014-05-16,156.150000,157.100000,154.670000,155.160000,-0.006340,1846730.000000,286938905.000000,161084008800.000000,161084008800.000000,0.001779,859.944746,2014-03-31,2014-04-25,10.567802,5.124194,13.380523,3.480073,125.177934
sh600519,2014-05-15,154.980000,157.080000,154.500000,156.150000,0.005668,1698338.000000,264995351.000000,162111807000.000000,162111807000.000000,0.001636,865.431582,2014-03-31,2014-04-25,10.635229,5.156889,13.465896,3.502277,125.976626
sh600519,2014-05-14,159.990000,160.930000,154.010000,155.270000,-0.034030,3401655.000000,534826236.000000,161198208600.000000,161198208600.000000,0.003277,860.553962,2014-03-31,2014-04-25,10.575289,5.127824,13.390002,3.482538,125.266615
sh600519,2014-05-13,160.770000,161.610000,159.560000,160.740000,-0.001056,1593936.000000,256197646.000000,166877053200.000000,166877053200.000000,0.001535,890.870278,2014-03-31,2014-04-25,10.947844,5.308471,13.861716,3.605224,129.679612
sh600519,2014-05-12,162.290000,162.300000,159.500000,160.910000,0.001806,2619478.000000,420667493.000000,167053543800.000000,167053543800.000000,0.002523,891.812031,2014-03-31,2014-04-25,10.959417,5.314083,13.876369,3.609035,129.816699
sh600519,2014-05-09,160.660000,162.300000,160.300000,160.620000,-0.000311,1672145.000000,269803731.000000,166752471600.000000,166752471600.000000,0.001611,890.204322,2014-03-31,2014-04-25,10.939660,5.304503,13.851354,3.602529,129.582672
sh600519,2014-05-08,160.800000,162.490000,160.420000,160.670000,0.000062,1469786.000000,237490046.000000,166804380600.000000,166804380600.000000,0.001416,890.481262,2014-03-31,2014-04-25,10.943063,5.306153,13.855663,3.603650,129.622985
sh600519,2014-05-07,161.610000,161.610000,159.600000,160.660000,-0.000809,1196073.000000,192090276.000000,166793998800.000000,166793998800.000000,0.001152,890.426055,2014-03-31,2014-04-25,10.942385,5.305824,13.854804,3.603427,129.614949
