code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f,MA_2,MA_20,MA_160
sh600519,2014-10-28,157.32,159.1,157.18,158.74,0.007873,2054841.0,325762184.0,1.8128076252e+11,1.8128076252e+11,0.001799,994.822555,2014-06-30,2014-08-29,11.990636,5.757787,15.456132,4.003814,144.811435,158.52,153.643,
sh600519,2014-10-27,156.97,159.1,154.89,157.5,-0.008686,2797069.0,439570888.0,1.79864685e+11,1.79864685e+11,0.002449,987.051498,2014-06-30,2014-08-29,11.896971,5.71281,15.335397,3.972539,143.68024,158.12,153.8205,
sh600519,2014-10-24,158.95,159.89,157.69,158.88,-0.001069,1998007.0,317073600.0,1.8144064224e+11,1.8144064224e+11,0.00175,995.70015,2014-06-30,2014-08-29,12.001213,5.762866,15.469767,4.007346,144.939182,158.19,154.108,
sh600519,2014-10-23,158.57,160.28,157.89,159.05,-0.000189,3191734.0,508245989.0,1.816347819e+11,1.816347819e+11,0.002795,996.765692,2014-06-30,2014-08-29,12.014056,5.769033,15.486322,4.011635,145.094288,158.965,154.5265,
sh600519,2014-10-22,158.44,159.46,157.5,159.08,0.003913,2283641.0,363211434.0,1.8166904184e+11,1.8166904184e+11,0.002,996.954116,2014-06-30,2014-08-29,12.016327,5.770124,15.489249,4.012393,145.121716,159.065,154.827,
sh600519,2014-10-21,157.0,159.34,156.6,158.46,0.009814,3991128.0,632422372.0,1.8096100308e+11,1.8096100308e+11,0.003495,993.06824,2014-06-30,2014-08-29,11.969491,5.747633,15.428876,3.996754,144.556068,158.77,154.9675,
sh600519,2014-10-20,158.38,158.5,156.4,156.92,-0.009218,3291008.0,517853721.0,1.7920232616e+11,1.7920232616e+11,0.002882,983.416986,2014-06-30,2014-08-29,11.853164,5.691774,15.278929,3.957911,143.151182,157.69,154.811,
sh600519,2014-10-17,158.0,159.05,156.9,158.38,0.006738,3097659.0,489885674.0,1.8086964324e+11,1.8086964324e+11,0.002712,992.566464,2014-06-30,2014-08-29,11.963443,5.744729,15.42108,3.994734,144.483027,157.65,154.8655,
sh600519,2014-10-16,156.1,158.19,156.1,157.32,0.0,2394969.0,377655669.0,1.7965912536e+11,1.7965912536e+11,0.002097,985.923312,2014-06-30,2014-08-29,11.883373,5.70628,15.317868,3.967998,143.516016,157.85,155.1525,
sh600519,2014-10-15,154.75,157.58,154.71,157.32,0.015557,2223805.0,348033851.0,1.7965912536e+11,1.7965912536e+11,0.001947,985.923312,2014-06-30,2014-08-29,11.883373,5.70628,15.317868,3.967998,143.516016,157.32,155.374,
sh600519,2014-10-14,155.0,156.99,154.44,154.91,-0.007623,2889594.0,449942595.0,1.7690691018e+11,1.7690691018e+11,0.00253,970.820262,2014-06-30,2014-08-29,11.701335,5.618867,15.083219,3.907214,141.317539,156.115,155.452,
sh600519,2014-10-13,157.81,157.88,153.68,156.1,-0.018362,5317638.0,826349742.0,1.782658878e+11,1.782658878e+11,0.004656,978.277672,2014-06-30,2014-08-29,11.791219,5.662029,15.199081,3.937227,142.403077,155.505,155.5685,
sh600519,2014-10-10,159.02,159.8,157.7,159.02,-0.006187,4314771.0,684789402.0,1.8160052196e+11,1.8160052196e+11,0.003778,996.576816,2014-06-30,2014-08-29,12.01178,5.76794,15.483387,4.010875,145.066794,157.56,156.1175,
sh600519,2014-10-09,159.87,160.25,158.58,160.01,-0.00448,3624491.0,578151792.0,1.8273109998e+11,1.8273109998e+11,0.003174,1002.781022,2014-06-30,2014-08-29,12.086559,5.803848,15.579779,4.035844,145.96991,159.515,156.7605,
sh600519,2014-10-08,161.0,161.1,157.8,160.73,-0.008635,4565282.0,725030231.0,1.8355333854e+11,1.8355333854e+11,0.003998,1007.293698,2014-06-30,2014-08-29,12.140951,5.829967,15.649891,4.054006,146.626798,160.37,157.4895,
sh600519,2014-09-30,162.74,162.99,161.2,162.13,-0.002093,2157419.0,349657790.0,1.8515213574e+11,1.8515213574e+11,0.001889,1016.06744,2014-06-30,2014-08-29,12.246701,5.880747,15.786205,4.089318,147.903948,161.43,158.0265,
sh600519,2014-09-29,162.33,163.2,161.39,162.47,0.000986,2348859.0,381683082.0,1.8554041506e+11,1.8554041506e+11,0.002057,1018.19853,2014-06-30,2014-08-29,12.272387,5.893081,15.819315,4.097895,148.214161,162.3,158.371,
sh600519,2014-09-26,161.5,163.12,159.2,162.31,0.00074,2271665.0,366907285.0,1.8535769538e+11,1.8535769538e+11,0.001989,1017.195575,2014-06-30,2014-08-29,12.260298,5.887276,15.803732,4.093858,148.068165,162.39,158.6525,
sh600519,2014-09-25,160.92,163.98,160.9,162.19,0.012485,5685144.0,924878313.0,1.8522065562e+11,1.8522065562e+11,0.004978,1016.443407,2014-06-30,2014-08-29,12.251233,5.882923,15.792046,4.090831,147.958676,162.25,158.991,
sh600519,2014-09-24,156.49,160.5,155.6,160.19,0.017209,4344896.0,687426587.0,1.8293665962e+11,1.8293665962e+11,0.003805,1003.909595,2014-06-30,2014-08-29,12.100162,5.81038,15.597314,4.040387,146.134191,161.19,159.0855,
sh600519,2014-09-23,156.7,157.5,156.36,157.48,0.003441,3454611.0,541705820.0,1.7984184504e+11,1.7984184504e+11,0.003025,986.925593,2014-06-30,2014-08-29,11.895453,5.712081,15.33344,3.972032,143.661913,158.835,159.0225,
sh600519,2014-09-22,160.71,160.71,156.84,156.94,-0.024308,3719154.0,586709101.0,1.7922516612e+11,1.7922516612e+11,0.003257,983.541228,2014-06-30,2014-08-29,11.854661,5.692493,15.280859,3.958411,143.169267,157.21,158.9945,
sh600519,2014-09-19,159.25,160.98,158.5,160.85,0.010047,2266599.0,362408981.0,1.836903783e+11,1.836903783e+11,0.001985,1008.04478,2014-06-30,2014-08-29,12.150004,5.834314,15.66156,4.057029,146.736129,158.895,159.093,
sh600519,2014-09-18,158.02,159.38,157.08,159.25,0.006446,2648204.0,418431987.0,1.818631815e+11,1.818631815e+11,0.002319,998.017696,2014-06-30,2014-08-29,12.029147,5.776279,15.505774,4.016674,145.276536,160.05,159.103,
sh600519,2014-09-17,158.47,159.54,157.34,158.23,0.00489,2584128.0,408684990.0,1.8069834354e+11,1.8069834354e+11,0.002263,991.625677,2014-06-30,2014-08-29,11.952103,5.739284,15.406464,3.990948,144.346081,158.74,159.0605,
sh600519,2014-09-16,160.5,160.6,157.02,157.46,-0.012233,3482315.0,551314386.0,1.7981900508e+11,1.7981900508e+11,0.003049,986.800224,2014-06-30,2014-08-29,11.893942,5.711355,15.331493,3.971527,143.643663,157.845,159.0105,
sh600519,2014-09-15,161.9,161.91,158.8,159.41,-0.018713,3254386.0,519621410.0,1.8204590118e+11,1.8204590118e+11,0.00285,999.021251,2014-06-30,2014-08-29,12.041243,5.782088,15.521365,4.020713,145.422618,158.435,159.135,
sh600519,2014-09-12,161.49,162.65,160.32,162.45,0.002902,1735601.0,280548666.0,1.855175751e+11,1.855175751e+11,0.00152,1018.072441,2014-06-30,2014-08-29,12.270867,5.892351,15.817356,4.097387,148.195806,160.93,159.3385,
sh600519,2014-09-11,163.87,164.82,161.48,161.98,-0.011775,3187554.0,519406664.0,1.8498083604e+11,1.8498083604e+11,0.002791,1015.126543,2014-06-30,2014-08-29,12.23536,5.875301,15.771587,4.085531,147.766987,162.215,159.5715,
sh600519,2014-09-10,163.7,165.0,163.01,163.91,-0.001036,1786772.0,293245987.0,1.8718489218e+11,1.8718489218e+11,0.001565,1027.222083,2014-06-30,2014-08-29,12.381148,5.945307,15.95951,4.134211,149.527675,162.945,159.901,
sh600519,2014-09-09,167.65,167.97,164.0,164.08,-0.020476,2056281.0,339388091.0,1.8737903184e+11,1.8737903184e+11,0.001801,1028.287389,2014-06-30,2014-08-29,12.393989,5.951473,15.976061,4.138499,149.682746,163.995,160.3595,
sh600519,2014-09-05,165.7,168.16,165.21,167.51,0.014843,3473195.0,579714726.0,1.9129608498e+11,1.9129608498e+11,0.003041,1049.782741,2014-06-30,2014-08-29,12.653073,6.075883,16.310025,4.22501,152.811719,165.795,160.93,
sh600519,2014-09-04,164.7,165.94,163.68,165.06,0.001456,2397587.0,395280315.0,1.8849818988e+11,1.8849818988e+11,0.002099,1034.428715,2014-06-30,2014-08-29,12.46801,5.987017,16.071476,4.163215,150.576709,166.285,161.232,
sh600519,2014-09-03,162.58,167.42,162.56,164.82,0.013903,4204225.0,695551833.0,1.8822411036e+11,1.8822411036e+11,0.003681,1032.924777,2014-06-30,2014-08-29,12.449883,5.978313,16.04811,4.157163,150.357788,164.94,161.4725,
sh600519,2014-09-02,158.81,162.64,158.03,162.56,0.025939,4124613.0,664712697.0,1.8564319488e+11,1.8564319488e+11,0.003612,1018.760943,2014-06-30,2014-08-29,12.279166,5.896336,15.828053,4.100158,148.296028,163.69,161.564,
sh600519,2014-09-01,158.2,159.5,157.71,158.45,0.00139,1645024.0,260760134.0,1.809495831e+11,1.809495831e+11,0.00144,993.003427,2014-06-30,2014-08-29,11.96871,5.747258,15.427869,3.996493,144.546633,160.505,161.38,
sh600519,2014-08-29,156.0,158.59,155.0,158.23,0.014165,2383883.0,375517439.0,1.8069834354e+11,1.8069834354e+11,0.002087,991.625068,2014-06-30,2014-08-29,11.952096,5.73928,15.406454,3.990946,144.345992,158.34,161.168,
sh600519,2014-08-28,156.0,158.36,156.0,156.02,-0.002238,1761803.0,276811143.0,1.7817452796e+11,1.7817452796e+11,0.001543,977.774887,2014-03-31,2014-04-25,12.015809,5.826314,15.21393,3.956915,142.329889,157.125,160.8535,
sh600519,2014-08-27,157.72,157.78,156.18,156.37,-0.008559,1382867.0,216703370.0,1.7857422726e+11,1.7857422726e+11,0.001211,979.968056,2014-03-31,2014-04-25,12.04276,5.839383,15.248055,3.96579,142.649138,156.195,160.5625,
sh600519,2014-08-26,158.5,159.42,156.96,157.72,-0.006488,1658960.0,261850709.0,1.8011592456e+11,1.8011592456e+11,0.001453,988.428011,2014-03-31,2014-04-25,12.146724,5.889793,15.37969,4.000026,143.880612,157.045,160.439,
sh600519,2014-08-25,159.27,160.15,158.3,158.75,-0.003265,1537672.0,244745466.0,1.812921825e+11,1.812921825e+11,0.001346,994.882811,2014-03-31,2014-04-25,12.226047,5.928256,15.480125,4.026148,144.820206,158.235,160.5025,
sh600519,2014-08-22,160.0,160.39,158.75,159.27,-0.004376,1863671.0,297023432.0,1.8188602146e+11,1.8188602146e+11,0.001632,998.141744,2014-03-31,2014-04-25,12.266095,5.947675,15.530833,4.039336,145.294593,159.01,160.619,
sh600519,2014-08-21,162.0,162.32,159.0,159.97,-0.012531,1887273.0,301791000.0,1.8268542006e+11,1.8268542006e+11,0.001653,1002.52881,2014-03-31,2014-04-25,12.320008,5.973816,15.599094,4.05709,145.933196,159.62,160.575,
sh600519,2014-08-20,158.74,162.06,158.5,162.0,0.020923,3708495.0,596509533.0,1.85003676e+11,1.85003676e+11,0.003247,1015.250919,2014-03-31,2014-04-25,12.476349,6.049624,15.797047,4.108575,147.785091,160.985,160.7125,
sh600519,2014-08-19,159.75,159.75,158.45,158.68,-0.006698,3209577.0,509709617.0,1.8121224264e+11,1.8121224264e+11,0.00281,994.444164,2014-03-31,2014-04-25,12.220656,5.925642,15.473299,4.024373,144.756354,160.34,160.735,
sh600519,2014-08-18,162.0,162.3,159.1,159.75,-0.011081,4169827.0,667452065.0,1.824341805e+11,1.824341805e+11,0.003651,1001.149865,2014-03-31,2014-04-25,12.303062,5.9656,15.577638,4.05151,145.73247,159.215,160.8495,
sh600519,2014-08-15,162.2,162.49,161.13,161.54,0.000495,2180268.0,352476093.0,1.8447835692e+11,1.8447835692e+11,0.001909,1012.367914,2014-03-31,2014-04-25,12.44092,6.032445,15.752188,4.096908,147.365427,160.645,160.956,
sh600519,2014-08-14,162.02,163.44,161.28,161.46,-0.006339,2295894.0,373085470.0,1.8438699708e+11,1.8438699708e+11,0.00201,1011.86704,2014-03-31,2014-04-25,12.434765,6.029461,15.744395,4.094881,147.292517,161.5,160.9065,
sh600519,2014-08-13,162.04,164.78,160.8,162.49,0.002777,3445403.0,560675713.0,1.8556325502e+11,1.8556325502e+11,0.003017,1018.322184,2014-03-31,2014-04-25,12.514092,6.067925,15.844835,4.121004,148.23216,161.975,160.932,
sh600519,2014-08-12,161.81,162.75,160.15,162.04,-0.006316,1960436.0,316255852.0,1.8504935592e+11,1.8504935592e+11,0.001717,1015.502135,2014-03-31,2014-04-25,12.479436,6.051121,15.800956,4.109591,147.82166,162.265,160.8385,
sh600519,2014-08-11,162.48,163.2,161.51,163.07,0.005736,2007072.0,326555328.0,1.8622561386e+11,1.8622561386e+11,0.001758,1021.956814,2014-03-31,2014-04-25,12.558757,6.089583,15.901389,4.135713,148.761236,162.555,160.788,
sh600519,2014-08-08,161.96,163.33,159.8,162.14,0.009589,2381942.0,384676138.0,1.8516355572e+11,1.8516355572e+11,0.002086,1016.128302,2014-03-31,2014-04-25,12.487131,6.054852,15.810699,4.112125,147.912808,162.605,160.5195,
sh600519,2014-08-07,163.1,164.39,160.5,160.6,-0.016654,2539649.0,411237176.0,1.834048788e+11,1.834048788e+11,0.002224,1006.477193,2014-03-31,2014-04-25,12.368529,5.997344,15.66053,4.073069,146.507943,161.37,160.2965,
sh600519,2014-08-06,164.8,165.78,162.0,163.32,-0.017624,2031723.0,332041716.0,1.8651111336e+11,1.8651111336e+11,0.001779,1023.522944,2014-03-31,2014-04-25,12.578003,6.098915,15.925758,4.142051,148.989209,161.96,160.2215,
sh600519,2014-08-05,164.0,166.66,161.67,166.25,0.011253,3835797.0,627210395.0,1.898571675e+11,1.898571675e+11,0.003359,1041.885127,2014-03-31,2014-04-25,12.803655,6.208331,16.211469,4.21636,151.662102,164.785,160.406,
sh600519,2014-08-04,163.0,165.62,162.29,164.4,0.008713,3884820.0,637175456.0,1.877444712e+11,1.877444712e+11,0.003402,1030.29126,2014-03-31,2014-04-25,12.661179,6.139246,16.031071,4.169441,149.97444,165.325,160.7035,
sh600519,2014-08-01,160.17,164.3,159.62,162.98,0.016909,4325999.0,704961964.0,1.8612283404e+11,1.8612283404e+11,0.003788,1021.391872,2014-03-31,2014-04-25,12.551815,6.086217,15.892599,4.133426,148.679,163.69,160.941,
sh600519,2014-07-31,158.29,160.38,156.96,160.27,0.011103,2520631.0,400860676.0,1.8302801946e+11,1.8302801946e+11,0.002207,1004.408332,2014-03-31,2014-04-25,12.343105,5.985016,15.628339,4.064696,146.206789,161.625,161.1535,
sh600519,2014-07-30,160.74,160.74,156.5,158.51,-0.015833,5487629.0,865210171.0,1.8101810298e+11,1.8101810298e+11,0.004805,993.378846,2014-03-31,2014-04-25,12.207565,5.919294,15.456723,4.020062,144.601281,159.39,161.2605,
sh600519,2014-07-29,164.3,164.3,160.26,161.06,-0.019422,3601700.0,580708806.0,1.8393019788e+11,1.8393019788e+11,0.003154,1009.360044,2014-03-31,2014-04-25,12.403956,6.014522,15.705387,4.084735,146.927586,159.785,161.4275,
sh600519,2014-07-28,164.23,167.99,162.92,164.25,0.002258,4296899.0,706875701.0,1.875731715e+11,1.875731715e+11,0.003763,1029.352121,2014-03-31,2014-04-25,12.649638,6.13365,16.016458,4.16564,149.837734,162.655,161.7025,
sh600519,2014-07-25,164.0,166.05,161.06,163.88,0.00214,2783358.0,454235014.0,1.8715063224e+11,1.8715063224e+11,0.002437,1027.03308,2014-03-31,2014-04-25,12.621139,6.119831,15.980375,4.156256,149.500163,164.065,161.933,
sh600519,2014-07-24,163.76,169.1,162.3,163.53,-0.002197,3568240.0,595593137.0,1.8675093294e+11,1.8675093294e+11,0.003125,1024.839923,2014-03-31,2014-04-25,12.594188,6.106763,15.94625,4.14738,149.180916,163.705,162.111,
sh600519,2014-07-23,162.0,165.0,161.6,163.89,0.004228,2783633.0,455655822.0,1.8716205222e+11,1.8716205222e+11,0.002438,1027.096454,2014-03-31,2014-04-25,12.621918,6.120209,15.981361,4.156512,149.509388,163.71,162.2055,
sh600519,2014-07-22,159.6,164.0,159.6,163.2,0.013791,2982062.0,483906541.0,1.863740736e+11,1.863740736e+11,0.002611,1022.772173,2014-03-31,2014-04-25,12.568777,6.094441,15.914076,4.139012,148.879923,163.545,162.4315,
sh600519,2014-07-21,160.39,162.88,158.59,160.98,0.0,3014322.0,485174687.0,1.8383883804e+11,1.8383883804e+11,0.00264,1008.858998,2014-03-31,2014-04-25,12.397799,6.011536,15.697591,4.082708,146.854651,162.09,162.493,
sh600519,2014-07-18,153.59,165.0,152.7,160.98,0.047024,7489691.0,1200093431.0,1.8383883804e+11,1.8383883804e+11,0.006558,1008.858998,2014-03-31,2014-04-25,12.397799,6.011536,15.697591,4.082708,146.854651,160.98,162.465,
sh600519,2014-07-17,154.09,155.55,152.0,153.75,-0.005305,2019117.0,309501857.0,1.755821925e+11,1.755821925e+11,0.001768,963.549067,2014-03-31,2014-04-25,11.840988,5.741546,14.99258,3.899345,140.259107,157.365,162.0795,
sh600519,2014-07-16,153.85,156.78,153.85,154.57,0.004941,2445933.0,379071451.0,1.7651863086e+11,1.7651863086e+11,0.002142,968.687957,2014-03-31,2014-04-25,11.90414,5.772167,15.072539,3.920141,141.00715,154.16,161.6835,
sh600519,2014-07-15,149.11,158.0,149.11,153.81,0.026975,5878798.0,913284346.0,1.7565071238e+11,1.7565071238e+11,0.005148,963.925202,2014-03-31,2014-04-25,11.845611,5.743787,14.998432,3.900867,140.313859,154.19,161.272,
sh600519,2014-07-14,141.87,150.89,141.5,149.77,0.055685,4653481.0,684819813.0,1.7103704046e+11,1.7103704046e+11,0.004075,938.606297,2014-03-31,2014-04-25,11.534468,5.592918,14.604476,3.798405,136.62831,151.79,160.607,
sh600519,2014-07-11,141.47,143.09,141.12,141.87,0.005885,1843286.0,262292694.0,1.6201525626e+11,1.6201525626e+11,0.001614,889.096935,2014-03-31,2014-04-25,10.926051,5.297904,13.834123,3.598048,129.421475,145.82,159.5935,
sh600519,2014-07-10,141.12,141.83,140.6,141.04,-0.001416,1215988.0,171762392.0,1.6106739792e+11,1.6106739792e+11,0.001065,883.895211,2014-03-31,2014-04-25,10.862128,5.266909,13.753186,3.576997,128.664286,141.455,158.6155,
sh600519,2014-07-09,142.0,142.87,141.02,141.24,-0.006611,1432860.0,203120918.0,1.6129579752e+11,1.6129579752e+11,0.001255,885.148582,2014-03-31,2014-04-25,10.87753,5.274377,13.772688,3.582069,128.846733,141.14,157.5115,
sh600519,2014-07-08,144.1,144.17,141.02,142.18,-0.013735,2109160.0,299615515.0,1.6236927564e+11,1.6236927564e+11,0.001847,891.039242,2014-03-31,2014-04-25,10.94992,5.309478,13.864345,3.605908,129.704207,141.71,156.308,
sh600519,2014-07-07,142.8,144.28,142.21,144.16,0.005861,2287987.0,327900742.0,1.6463043168e+11,1.6463043168e+11,0.002003,903.448102,2014-03-31,2014-04-25,11.102412,5.383419,14.057424,3.656125,131.510504,143.17,155.296,
sh600519,2014-07-04,143.4,144.18,142.72,143.32,0.000419,1540280.0,220860905.0,1.6367115336e+11,1.6367115336e+11,0.001349,898.183846,2014-03-31,2014-04-25,11.03772,5.352051,13.975513,3.634821,130.744212,143.74,154.313,
sh600519,2014-07-03,142.21,143.4,141.4,143.26,0.008305,1933167.0,275808355.0,1.6360263348e+11,1.6360263348e+11,0.001693,897.807665,2014-03-31,2014-04-25,11.033097,5.349809,13.96966,3.633299,130.689453,143.29,153.4625,
sh600519,2014-07-02,142.03,142.35,141.0,142.08,0.002187,1206848.0,171127803.0,1.6225507584e+11,1.6225507584e+11,0.001057,890.412787,2014-03-31,2014-04-25,10.942222,5.305745,13.854598,3.603373,129.613017,142.67,152.641,
sh600519,2014-07-01,142.59,142.59,140.8,141.77,-0.001479,1194668.0,168987424.0,1.6190105646e+11,1.6190105646e+11,0.001046,888.469703,2014-03-31,2014-04-25,10.918343,5.294167,13.824364,3.595509,129.330172,141.925,151.6765,
sh600519,2014-06-30,141.18,142.89,140.4,141.98,0.011398,2439950.0,345879987.0,1.6214087604e+11,1.6214087604e+11,0.002137,889.785696,2014-03-31,2014-04-25,10.934515,5.302009,13.84484,3.600835,129.521735,141.875,150.563,
sh600519,2014-06-27,141.42,141.42,139.22,140.38,-0.008896,2647792.0,371027132.0,1.6031367924e+11,1.6031367924e+11,0.002319,879.758212,2014-03-31,2014-04-25,10.811288,5.242257,13.688815,3.560255,128.062083,141.18,149.388,
sh600519,2014-06-26,142.23,142.98,141.41,141.64,-0.004148,3634851.0,515915138.0,1.6175259672e+11,1.6175259672e+11,0.003183,887.654789,2014-03-31,2014-04-25,10.908329,5.289311,13.811684,3.592212,129.211549,141.01,148.2935,
sh600519,2014-06-25,145.33,145.33,141.5,142.23,-0.01677,3817111.0,546556386.0,1.6242637554e+11,1.6242637554e+11,0.003342,891.352118,2014-03-31,2014-04-25,10.953765,5.311342,13.869213,3.607174,129.749751,141.935,147.2105,
sh600519,2014-06-24,156.62,163.8,156.55,163.57,0.046446,3853263.0,621636108.0,1.698151026e+11,1.698151026e+11,0.003712,906.555046,2014-03-31,2014-04-25,11.140593,5.401933,14.105767,3.668698,131.962767,152.9,147.229,
sh600519,2014-06-23,153.5,156.38,153.36,156.31,0.020433,2898385.0,449611781.0,1.622779158e+11,1.622779158e+11,0.002792,866.318038,2014-03-31,2014-04-25,10.646123,5.162171,13.479689,3.505865,126.105663,159.94,146.9955,
sh600519,2014-06-20,152.7,153.6,152.32,153.18,0.002946,1201940.0,183993516.0,1.590284124e+11,1.590284124e+11,0.001158,848.971014,2014-03-31,2014-04-25,10.432947,5.058804,13.209774,3.435664,123.580542,154.745,146.6055,
sh600519,2014-06-19,153.56,154.2,152.5,152.73,-0.005535,1155144.0,176868338.0,1.585612314e+11,1.585612314e+11,0.001113,846.477292,2014-03-31,2014-04-25,10.402301,5.043945,13.170972,3.425572,123.217543,152.955,146.5545,
sh600519,2014-06-18,153.8,154.45,153.4,153.58,0.002546,1402456.0,215965707.0,1.594436844e+11,1.594436844e+11,0.001351,851.188621,2014-03-31,2014-04-25,10.460199,5.072018,13.244279,3.444638,123.903348,153.155,146.505,
sh600519,2014-06-17,154.3,154.3,152.2,153.19,-0.007965,1636486.0,250297887.0,1.590387942e+11,1.590387942e+11,0.001576,849.026998,2014-03-31,2014-04-25,10.433635,5.059138,13.210645,3.43589,123.588691,153.385,146.474,
sh600519,2014-06-16,152.9,154.78,152.4,154.42,0.010536,1623790.0,249568876.0,1.603157556e+11,1.603157556e+11,0.001564,855.843794,2014-03-31,2014-04-25,10.517406,5.099757,13.316713,3.463477,124.580979,153.805,146.7065,
sh600519,2014-06-13,152.69,153.83,151.16,152.81,0.001179,1697046.0,259337717.0,1.586442858e+11,1.586442858e+11,0.001635,846.920638,2014-03-31,2014-04-25,10.40775,5.046586,13.177871,3.427366,123.282079,153.615,147.2535,
sh600519,2014-06-12,154.07,154.07,152.12,152.63,-0.00851,1149960.0,175855795.0,1.584574134e+11,1.584574134e+11,0.001108,845.923294,2014-03-31,2014-04-25,10.395493,5.040644,13.162352,3.42333,123.1369,152.72,147.833,
sh600519,2014-06-11,154.75,155.38,153.21,153.94,-0.005556,1078145.0,166086241.0,1.598174292e+11,1.598174292e+11,0.001038,853.183889,2014-03-31,2014-04-25,10.484718,5.083908,13.275325,3.452713,124.19379,153.285,148.468,
sh600519,2014-06-10,153.25,155.29,153.25,154.8,0.010246,1930551.0,298186720.0,1.60710264e+11,1.60710264e+11,0.00186,857.950663,2014-03-31,2014-04-25,10.543297,5.112312,13.349495,3.472003,124.887665,154.37,149.099,
sh600519,2014-06-09,152.3,154.4,152.3,153.23,-0.002344,1003481.0,154198989.0,1.590803214e+11,1.590803214e+11,0.000967,849.249255,2014-03-31,2014-04-25,10.436366,5.060462,13.214103,3.43679,123.621044,154.015,149.5525,
sh600519,2014-06-06,154.68,155.65,152.29,153.59,-0.007624,947745.0,145936330.0,1.594540662e+11,1.594540662e+11,0.000913,851.244572,2014-03-31,2014-04-25,10.460886,5.072352,13.24515,3.444865,123.911493,153.41,150.066,
sh600519,2014-06-05,151.12,155.0,149.33,154.77,0.02395,2067863.0,314507720.0,1.606791186e+11,1.606791186e+11,0.001992,857.78432,2014-03-31,2014-04-25,10.541253,5.11132,13.346907,3.47133,124.863452,154.18,150.6415,
sh600519,2014-06-04,152.99,153.38,150.02,151.15,-0.010604,1049431.0,158991999.0,1.56920907e+11,1.56920907e+11,0.001011,837.720904,2014-03-31,2014-04-25,10.294695,4.991768,13.034725,3.390136,121.942919,152.96,151.095,
sh600519,2014-06-03,153.0,154.5,152.25,152.77,-0.002937,1304848.0,199563914.0,1.586027586e+11,1.586027586e+11,0.001257,846.699304,2014-03-31,2014-04-25,10.40503,5.045268,13.174427,3.426471,123.24986,151.96,151.645,
sh600519,2014-05-30,154.25,155.28,153.02,153.22,-0.006935,921765.0,141927539.0,1.590699396e+11,1.590699396e+11,0.000888,849.193385,2014-03-31,2014-04-25,10.435679,5.060129,13.213234,3.436564,123.612911,152.995,152.207,
sh600519,2014-05-29,153.73,155.93,153.46,154.29,0.002274,1010682.0,156525431.0,1.601807922e+11,1.601807922e+11,0.000974,855.123668,2014-03-31,2014-04-25,10.508556,5.095466,13.305508,3.460563,124.476154,153.755,152.9025,
sh600519,2014-05-28,152.89,155.0,152.8,153.94,0.00483,1250197.0,192903907.0,1.598174292e+11,1.598174292e+11,0.001204,853.183528,2014-03-31,2014-04-25,10.484714,5.083905,13.27532,3.452711,124.193737,154.115,153.5175,
sh600519,2014-05-27,153.0,155.75,152.86,153.2,-0.002409,1303507.0,201097681.0,1.59049176e+11,1.59049176e+11,0.001256,849.08246,2014-03-31,2014-04-25,10.434316,5.059468,13.211508,3.436115,123.596765,153.57,154.066,
sh600519,2014-05-26,154.9,154.9,152.85,153.57,0.008339,891056.0,137024228.0,1.594333026e+11,1.594333026e+11,0.000858,851.132839,2014-03-31,2014-04-25,10.459513,5.071686,13.243411,3.444412,123.895228,153.385,153.566,
sh600519,2014-05-23,150.0,152.78,149.98,152.3,0.014995,1400963.0,212338047.0,1.58114814e+11,1.58114814e+11,0.001349,844.09394,2014-03-31,2014-04-25,10.373013,5.029743,13.133888,3.415927,122.87061,152.935,153.3655,
sh600519,2014-05-22,150.9,153.6,149.65,150.05,-0.006291,1867894.0,281907878.0,1.55778909e+11,1.55778909e+11,0.001799,831.623742,2014-03-31,2014-04-25,10.219767,4.955436,12.939855,3.365462,121.055385,151.175,153.209,
sh600519,2014-05-21,144.1,151.66,143.95,151.0,0.041523,3873787.0,575063792.0,1.5676518e+11,1.5676518e+11,0.003731,836.888608,2014-03-31,2014-04-25,10.284467,4.986808,13.021775,3.386768,121.821765,150.525,153.1225,
sh600519,2014-05-20,148.1,149.44,143.6,144.98,-0.020273,4688591.0,682615740.0,1.505153364e+11,1.505153364e+11,0.004516,803.523885,2014-03-31,2014-04-25,9.87445,4.787996,12.502628,3.251746,116.965027,147.99,152.6925,
sh600519,2014-05-19,152.5,153.0,147.94,147.98,-0.046275,5625009.0,838456335.0,1.536298764e+11,1.536298764e+11,0.005418,820.150803,2014-03-31,2014-04-25,10.078777,4.887072,12.761339,3.319033,119.385325,146.48,152.432,
sh600519,2014-05-16,156.15,157.1,154.67,155.16,-0.00634,1846730.0,286938905.0,1.610840088e+11,1.610840088e+11,0.001779,859.944746,2014-03-31,2014-04-25,10.567802,5.124194,13.380523,3.480073,125.177934,151.57,152.469,
sh600519,2014-05-15,154.98,157.08,154.5,156.15,0.005668,1698338.0,264995351.0,1.62111807e+11,1.62111807e+11,0.001636,865.431582,2014-03-31,2014-04-25,10.635229,5.156889,13.465896,3.502277,125.976626,155.655,152.636,
