code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f,MA_2,MA_20,MA_160
sh600519,2014-12-17,179.99,181.45,177.8,179.07,-0.008636,6002047.0,1071735185.0,2.0449758186e+11,2.0449758186e+11,0.005256,1122.228938,2014-09-30,2014-10-30,13.855039,6.559181,18.440946,4.195629,163.357356,179.205,,
sh600519,2014-12-16,183.7,183.7,178.11,180.63,-0.018529,5112944.0,918180186.0,2.0627909874e+11,2.0627909874e+11,0.004477,1132.004932,2014-09-30,2014-10-30,13.975734,6.616319,18.60159,4.232178,164.7804,179.85,,
sh600519,2014-12-15,176.6,184.1,175.43,184.04,0.042188,7096432.0,1281924243.0,2.1017331192e+11,2.1017331192e+11,0.006214,1153.375833,2014-09-30,2014-10-30,14.239579,6.741227,18.952765,4.312077,167.891257,182.335,,
sh600519,2014-12-12,176.78,180.99,176.0,176.59,0.00398,5105516.0,911591087.0,2.0166542682e+11,2.0166542682e+11,0.004471,1106.686925,2014-09-30,2014-10-30,13.663158,6.468341,18.185553,4.137523,161.094982,180.315,,
sh600519,2014-12-11,180.0,181.94,175.29,175.89,-0.022399,5488215.0,975885692.0,2.0086602822e+11,2.0086602822e+11,0.004806,1102.299772,2014-09-30,2014-10-30,13.608994,6.442699,18.113462,4.121121,160.456365,176.24,,
sh600519,2014-12-10,175.0,183.5,175.0,179.92,0.040842,10665611.0,1919193466.0,2.0546828016e+11,2.0546828016e+11,0.009339,1127.555896,2014-09-30,2014-10-30,13.920806,6.590315,18.528481,4.215545,164.132775,177.905,,
sh600519,2014-12-09,172.0,186.62,171.5,172.86,-0.000636,15189028.0,2713372288.0,1.9740577428e+11,1.9740577428e+11,0.0133,1083.311296,2014-09-30,2014-10-30,13.374562,6.331715,17.801435,4.050129,157.692306,176.39,,
sh600519,2014-12-08,168.84,176.49,167.2,172.97,0.011994,10089431.0,1731248492.0,1.9753139406e+11,1.9753139406e+11,0.008835,1084.000721,2014-09-30,2014-10-30,13.383074,6.335745,17.812764,4.052707,157.792662,172.915,,
sh600519,2014-12-05,177.99,178.96,168.6,170.92,-0.018435,11290144.0,1943937520.0,1.9519029816e+11,1.9519029816e+11,0.009886,1071.153308,2014-09-30,2014-10-30,13.22446,6.260655,17.60165,4.004675,155.922528,171.945,,
sh600519,2014-12-04,166.5,174.5,166.5,174.13,0.056422,11778143.0,2020248736.0,1.9885611174e+11,1.9885611174e+11,0.010314,1091.270887,2014-09-30,2014-10-30,13.472831,6.378238,17.93223,4.079887,158.850945,172.525,180.827,
sh600519,2014-12-03,162.44,168.3,162.36,164.83,0.022899,11732264.0,1936848371.0,1.8823553034e+11,1.8823553034e+11,0.010273,1032.987657,2014-09-30,2014-10-30,12.753267,6.037585,16.974495,3.861986,150.366941,169.48,179.5875,
sh600519,2014-12-02,159.05,161.2,158.25,161.14,0.006747,9926819.0,1588412356.0,1.8402155772e+11,1.8402155772e+11,0.008693,1009.862809,2014-09-30,2014-10-30,12.467767,5.902425,16.594498,3.775531,147.000771,162.985,178.3025,
sh600519,2014-12-01,156.57,161.0,156.0,160.06,0.027079,12174001.0,1932844688.0,1.8278819988e+11,1.8278819988e+11,0.01066,1003.094927,2014-09-30,2014-10-30,12.384211,5.862869,16.483285,3.750228,146.015603,160.6,177.1315,
sh600519,2014-11-28,156.57,156.57,153.17,155.84,-0.005361,8828818.0,1363855095.0,1.7796896832e+11,1.7796896832e+11,0.007731,976.648269,2014-09-30,2014-10-30,12.0577,5.708294,16.048702,3.651353,142.165893,157.95,175.545,
sh600519,2014-11-27,155.0,157.22,154.0,156.68,0.004681,9655151.0,1508603314.0,1.7892824664e+11,1.7892824664e+11,0.008455,981.912301,2014-09-30,2014-10-30,12.12269,5.739061,16.135203,3.671033,142.932152,156.26,174.0875,
sh600519,2014-11-26,154.6,156.36,153.89,155.95,0.008471,6385897.0,990302232.0,1.780945881e+11,1.780945881e+11,0.005592,977.337384,2014-09-30,2014-10-30,12.066208,5.712321,16.060026,3.653929,142.266204,156.315,172.732,
sh600519,2014-11-25,153.42,154.85,152.8,154.64,0.004482,5323130.0,816840942.0,1.7659857072e+11,1.7659857072e+11,0.004661,969.127902,2014-09-30,2014-10-30,11.964854,5.664339,15.925125,3.623237,141.07119,155.295,171.021,
sh600519,2014-11-24,153.88,155.0,152.0,153.95,0.005355,5387899.0,828662510.0,1.758105921e+11,1.758105921e+11,0.004718,964.803652,2014-09-30,2014-10-30,11.911467,5.639064,15.854067,3.60707,140.44173,154.295,169.5135,
sh600519,2014-11-21,150.56,153.2,150.2,153.13,0.01626,4199078.0,638007382.0,1.7487415374e+11,1.7487415374e+11,0.003677,959.664648,2014-09-30,2014-10-30,11.848021,5.609028,15.76962,3.587857,139.693671,153.54,168.129,
sh600519,2014-11-20,152.88,152.92,150.49,150.68,-0.015614,4625841.0,698848962.0,1.7207625864e+11,1.7207625864e+11,0.004051,944.310165,2014-09-30,2014-10-30,11.658454,5.519285,15.517309,3.530452,137.458594,151.905,166.696,
sh600519,2014-11-19,155.57,155.65,152.61,153.07,-0.016576,4629074.0,710715289.0,1.7480563386e+11,1.7480563386e+11,0.004053,959.288495,2014-09-30,2014-10-30,11.843377,5.60683,15.763439,3.586451,139.638916,151.875,165.396,
sh600519,2014-11-18,161.0,161.82,155.0,155.65,-0.027491,6349780.0,1001883689.0,1.777519887e+11,1.777519887e+11,0.00556,975.457682,2014-09-30,2014-10-30,12.043001,5.701335,16.029138,3.646902,141.992585,154.36,164.147,
sh600519,2014-11-17,168.0,168.0,160.0,160.05,0.017547,15041623.0,2451673881.0,1.827767799e+11,1.827767799e+11,0.013171,1003.032035,2014-09-30,2014-10-30,12.383434,5.862501,16.482252,3.749993,146.006448,157.85,162.9475,
sh600519,2014-11-14,151.56,157.63,150.91,157.29,0.03767,7522508.0,1168803281.0,1.7962486542e+11,1.7962486542e+11,0.006587,985.735337,2014-09-30,2014-10-30,12.169889,5.761406,16.198025,3.685326,143.488653,158.67,161.9825,
sh600519,2014-11-13,152.72,152.73,149.68,151.58,-0.008568,4915556.0,739602881.0,1.7310405684e+11,1.7310405684e+11,0.004304,949.950695,2014-09-30,2014-10-30,11.728092,5.552252,15.609996,3.55154,138.279658,154.435,160.767,
sh600519,2014-11-12,152.98,153.59,150.2,152.89,-0.003,3082375.0,467531849.0,1.7460007422e+11,1.7460007422e+11,0.002699,958.160211,2014-09-30,2014-10-30,11.829447,5.600235,15.744899,3.582232,139.474677,152.235,159.4155,
sh600519,2014-11-11,154.3,155.2,152.01,153.35,-0.002731,4770689.0,733026108.0,1.751253933e+11,1.751253933e+11,0.004177,961.043341,2014-09-30,2014-10-30,11.865042,5.617086,15.792276,3.593011,139.89436,153.12,158.44,
sh600519,2014-11-10,150.0,153.78,149.0,153.77,0.038706,6232521.0,945032808.0,1.7560503246e+11,1.7560503246e+11,0.005458,963.675138,2014-09-30,2014-10-30,11.897534,5.632469,15.835522,3.602851,140.277458,153.56,157.48,
sh600519,2014-11-07,147.17,148.3,147.11,148.04,0.006048,4150731.0,613638074.0,1.6906138392e+11,1.6906138392e+11,0.003635,927.765064,2014-09-30,2014-10-30,11.454188,5.422582,15.245433,3.468595,135.050205,150.905,156.336,
sh600519,2014-11-06,146.15,147.49,146.01,147.15,0.006842,3636297.0,533913212.0,1.680450057e+11,1.680450057e+11,0.003184,922.187673,2014-09-30,2014-10-30,11.38533,5.389983,15.153783,3.447743,134.238332,147.595,154.987,
sh600519,2014-11-05,151.05,151.05,145.5,146.15,-0.034613,7671979.0,1131348484.0,1.669030077e+11,1.669030077e+11,0.006718,915.920942,2014-09-30,2014-10-30,11.307961,5.353356,15.050805,3.424314,133.326114,146.65,154.053,
sh600519,2014-11-04,155.49,155.49,151.0,151.39,-0.026931,5594390.0,854409063.0,1.7288707722e+11,1.7288707722e+11,0.004899,948.760385,2014-09-30,2014-10-30,11.713397,5.545295,15.590437,3.54709,138.106391,148.77,153.5655,
sh600519,2014-11-03,156.75,156.88,155.45,155.58,-0.007021,2467006.0,384677498.0,1.7767204884e+11,1.7767204884e+11,0.00216,975.018611,2014-09-30,2014-10-30,12.037581,5.698769,16.021923,3.64526,141.928672,153.485,153.3415,
sh600519,2014-10-31,155.47,156.9,154.35,156.68,0.008107,3642170.0,567067439.0,1.7892824664e+11,1.7892824664e+11,0.003189,981.912619,2014-09-30,2014-10-30,12.122694,5.739063,16.135208,3.671034,142.932199,156.13,153.3835,
sh600519,2014-10-30,158.0,158.0,155.1,155.42,-0.018193,4908702.0,764742330.0,1.7748932916e+11,1.7748932916e+11,0.004298,974.01627,2014-09-30,2014-10-30,12.025206,5.69291,16.005452,3.641513,141.782766,156.05,153.3205,
sh600519,2014-10-29,158.8,159.56,157.48,158.3,-0.002772,2142344.0,339064782.0,1.807782834e+11,1.807782834e+11,0.001876,992.064906,2014-06-30,2014-08-29,11.957398,5.741826,15.413288,3.992716,144.410017,156.86,153.438,
