股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz000009,中国宝安,2017-04-28,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,8.390000,8.420000,8.320000,8.390000,83.325610,8.390000,-0.001190,14196209.000000,118799000.940000,0.006696,17787349788.310001,18033004306.689999,0.000000,0.000000,79.677113,2.731563,-286.348123,3.981776,8.522000,8.843000,9.124000,9.258333,9.509667,,-0.281578,-0.192136,-0.178883,,14.378356,13.755207,15.624655,金叉,9.174500,9.938952,8.410048,25.000000,34.722222,12.585270,21.143298,29.301084,0.011905,0.662689
sz000009,中国宝安,2017-04-27,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,8.560000,8.570000,8.140000,8.400000,83.424925,8.400000,-0.025522,36160324.000000,299923069.620000,0.017056,17808550443.599998,18054497756.400002,0.000000,0.000000,79.772080,2.734818,-286.689420,3.986522,8.648000,8.940000,9.174500,9.298000,9.527833,,-0.258130,-0.169776,-0.176708,,11.646899,13.443632,8.053434,,9.230500,9.915821,8.545179,33.333333,37.500000,12.774717,21.307124,29.422572,0.049884,1.633526
sz000009,中国宝安,2017-04-26,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,8.640000,8.750000,8.570000,8.620000,85.609864,8.620000,0.001161,16270023.000000,140782254.090000,0.007674,18274964868.599998,18527353650.020000,0.000000,0.000000,51.773327,2.806445,33.272861,4.082986,8.798000,9.061000,9.230500,9.341333,9.545333,,-0.225466,-0.147688,-0.155557,,7.546685,14.341998,-6.043943,,9.272000,9.909989,8.634011,41.666667,38.888889,17.643975,25.253158,32.240931,0.020906,0.864941
sz000009,中国宝安,2017-04-25,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,8.570000,8.720000,8.570000,8.610000,85.510548,8.610000,0.002328,13748514.000000,118742388.730000,0.006485,18253764213.299999,18505860200.310001,0.000000,0.000000,51.713265,2.803189,33.234261,4.078249,8.892000,9.169000,9.272000,9.379000,9.560333,,-0.202895,-0.128243,-0.149304,,8.916181,17.739655,-8.730768,,9.315000,9.890199,8.739801,41.666667,38.888889,16.437498,24.671883,31.957013,0.017462,0.654901
sz000009,中国宝安,2017-04-24,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,9.010000,9.010000,8.580000,8.590000,85.311917,8.590000,-0.047672,26735612.000000,233461236.930000,0.012611,18211362902.700001,18462873300.889999,0.000000,0.000000,51.593141,2.796677,33.157062,4.068776,9.018000,9.266000,9.315000,9.415667,9.573833,,-0.170117,-0.109580,-0.121075,,11.572470,22.151393,-9.585376,,9.357500,9.849933,8.865067,33.333333,38.888889,14.346185,23.582391,31.406132,0.047672,1.237305
sz000009,中国宝安,2017-04-21,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,9.100000,9.180000,9.000000,9.020000,89.582479,9.020000,-0.014208,17767330.000000,161364672.000000,0.008381,19122991080.599998,19387091638.419998,0.000000,0.000000,54.175801,2.936674,34.816845,4.272452,9.164000,9.354000,9.357500,9.453667,9.586000,10日、20日均线死叉；,-0.123770,-0.094446,-0.058649,,16.958705,27.440854,-4.005594,,9.381000,9.864482,8.897518,33.333333,41.666667,26.008280,32.984539,37.693962,0.019672,0.875864
sz000009,中国宝安,2017-04-20,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,9.100000,9.280000,9.080000,9.150000,90.873579,9.150000,0.006601,19531363.000000,178915715.290000,0.009213,19398599599.500000,19666506484.650002,0.000000,0.000000,54.956605,2.978999,35.318640,4.334028,9.232000,9.385000,9.381000,9.480000,9.593333,10日、20日均线金叉；,-0.106595,-0.087114,-0.038962,,23.085116,32.681929,3.891490,,9.403500,9.882111,8.924889,41.666667,44.444444,32.706665,37.081723,40.015104,0.022002,0.841151
sz000009,中国宝安,2017-04-19,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,9.210000,9.220000,8.980000,9.090000,90.277687,9.090000,-0.016234,27183562.000000,246794455.200000,0.012822,19271395667.700001,19537545786.389999,0.000000,0.000000,54.596234,2.959464,35.087042,4.305608,9.324000,9.403000,9.403500,9.505667,9.600833,5日、10日均线死叉；5日、20日均线死叉；,-0.096360,-0.082244,-0.028233,死叉,24.627674,37.480335,-1.077650,,9.430500,9.893269,8.967731,41.666667,47.222222,25.307890,33.591798,38.335568,0.025974,1.067089
sz000009,中国宝安,2017-04-18,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,9.350000,9.400000,9.220000,9.240000,91.767418,9.240000,-0.008584,16821850.000000,156522410.170000,0.007935,19589405497.200001,19859947532.040001,0.000000,0.000000,55.497162,3.008300,35.666036,4.376658,9.446000,9.428000,9.430500,9.535333,9.609000,,-0.075786,-0.078715,0.005858,,30.470922,43.906666,3.599435,,9.446500,9.912844,8.980156,41.666667,48.611111,32.827254,38.483569,41.092095,0.019313,0.484166
sz000009,中国宝安,2017-04-17,房地产,低碳经济；融资融券；锂电池；新三板；石墨烯；土地流转；特斯拉；前海概念；QFII重仓；分拆上市；深圳本地；股权激励；循环经济,广东；深圳,9.320000,9.450000,9.260000,9.320000,92.561941,9.320000,-0.004274,20123331.000000,187991572.100000,0.009492,19759010739.599998,20031895129.720001,0.000000,0.000000,55.977657,3.034346,35.974833,4.414551,9.514000,9.421000,9.446500,9.560000,9.622833,,-0.063696,-0.079447,0.031502,,44.067039,50.624538,30.952041,死叉,9.466000,9.930458,9.001542,41.666667,48.611111,37.821652,41.433374,42.659912,0.020299,0.496989
