股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300083,劲胜精密,2017-04-28,电子器件,触摸屏；业绩预升；股权激励,广东,9.340000,9.460000,8.900000,8.900000,73.101560,8.900000,-0.041981,37041971.000000,338923399.850000,0.032996,9991377861.400000,12746095555.200001,0.000000,0.000000,77.056277,0.541546,-17.198068,2.416311,9.214000,9.179000,9.181000,9.017000,8.164833,1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；,0.188216,0.257528,-0.138623,,49.088377,55.474545,36.316041,死叉,9.187500,10.027103,8.347897,58.333333,56.944444,31.643154,45.911727,54.697667,0.060280,1.400913
sz300083,劲胜精密,2017-04-27,电子器件,触摸屏；业绩预升；股权激励,广东,9.240000,9.370000,8.990000,9.290000,76.304887,9.290000,0.001078,29113846.000000,267647909.140000,0.025934,10429202284.540001,13304632326.719999,0.000000,0.000000,80.432900,0.565277,-17.951691,2.522195,9.286000,9.184000,9.187500,9.002000,8.126833,,0.229785,0.274856,-0.090142,,65.299232,58.667630,78.562438,,9.177000,10.101142,8.252858,58.333333,56.944444,57.535861,60.051170,62.511141,0.040948,1.300095
sz300083,劲胜精密,2017-04-26,电子器件,触摸屏；业绩预升；股权激励,广东,9.300000,9.550000,9.180000,9.280000,76.222750,9.280000,-0.007487,21922949.000000,204173251.700000,0.019528,10417976017.280001,13290310871.040001,0.000000,0.000000,80.346320,0.564668,-17.932367,2.519480,9.258000,9.177000,9.177000,8.975333,8.080833,10日、20日均线死叉；,0.239790,0.286124,-0.092668,,64.615515,55.351828,83.142890,,9.159000,10.148665,8.169335,50.000000,56.944444,56.780187,59.759887,62.379086,0.039572,1.095137
sz300083,劲胜精密,2017-04-25,电子器件,触摸屏；业绩预升；股权激励,广东,9.310000,9.450000,9.170000,9.350000,76.797707,9.350000,0.010811,22990359.000000,214122907.190000,0.020479,10496559888.100000,13390561060.799999,0.000000,0.000000,80.952381,0.568928,-18.067633,2.538485,9.208000,9.170000,9.159000,8.951667,8.033500,,0.250090,0.297707,-0.095234,,64.230965,50.719985,91.252927,,9.136500,10.194667,8.078333,58.333333,58.333333,63.357140,62.693073,63.888797,0.030270,1.043618
sz300083,劲胜精密,2017-04-24,电子器件,触摸屏；业绩预升；股权激励,广东,9.220000,9.390000,9.050000,9.250000,75.976341,9.250000,-0.001080,21137369.000000,195328901.560000,0.018828,10384297215.500000,13247346504.000000,0.000000,0.000000,100.216685,0.562843,-39.029536,2.571159,9.186000,9.175000,9.136500,8.899667,7.984667,5日、10日均线金叉；,0.252472,0.309611,-0.114278,,53.699389,43.964494,73.169179,,9.101500,10.190669,8.012331,58.333333,56.944444,57.496057,60.130451,62.651286,0.036717,0.900365
sz300083,劲胜精密,2017-04-21,电子器件,触摸屏；业绩预升；股权激励,广东,9.210000,9.350000,9.150000,9.260000,76.058477,9.260000,0.012022,16803588.000000,155372538.940000,0.014968,10395523482.760000,13261667959.680000,0.000000,0.000000,100.325027,0.563451,-39.071730,2.573938,9.144000,9.203000,9.101500,8.855333,7.934500,1日、10日均线金叉；,0.262022,0.323896,-0.123748,,41.839406,39.097047,47.324126,金叉,9.058000,10.166908,7.949092,58.333333,55.555556,58.272792,60.511468,62.857720,0.021858,0.739355
sz300083,劲胜精密,2017-04-20,电子器件,触摸屏；业绩预升；股权激励,广东,9.010000,9.230000,8.910000,9.150000,75.154975,9.150000,0.013289,17237981.000000,156529601.930000,0.015355,10272034542.900000,13104131947.200001,0.000000,0.000000,99.133261,0.556758,-38.607595,2.543362,9.082000,9.222000,9.058000,8.809333,7.884000,1日、5日均线金叉；,0.269382,0.339364,-0.139965,,33.241037,37.725867,24.271378,,9.022000,10.160711,7.883289,58.333333,55.555556,52.375124,57.816215,61.521176,0.035437,0.715168
sz300083,劲胜精密,2017-04-19,电子器件,触摸屏；业绩预升；股权激励,广东,9.120000,9.230000,8.770000,9.030000,74.169336,9.030000,-0.022727,31978124.000000,285784424.120000,0.028485,10137319335.780001,12932274479.040001,0.000000,0.000000,97.833153,0.549456,-38.101266,2.510007,9.096000,9.209000,9.022000,8.758667,7.836500,1日、5日均线死叉；1日、10日均线死叉；,0.286057,0.356860,-0.141606,,32.268963,39.968282,16.870327,,8.996500,10.182009,7.810991,58.333333,55.555556,45.353628,54.726087,60.017012,0.049784,1.351213
sz300083,劲胜精密,2017-04-18,电子器件,触摸屏；业绩预升；股权激励,广东,9.130000,9.330000,9.040000,9.240000,75.894204,9.240000,0.022124,30225145.000000,278673841.770000,0.026924,10373070948.240000,13233025048.320000,0.000000,0.000000,100.108342,0.562234,-38.987342,2.568379,9.132000,9.219000,8.996500,8.710667,7.790667,1日、5日均线金叉；1日、10日均线金叉；,0.315398,0.374561,-0.118325,,36.366408,43.817941,21.463342,,8.959000,10.189451,7.728549,58.333333,56.944444,57.775838,62.013373,64.227672,0.032080,1.498602
sz300083,劲胜精密,2017-04-17,电子器件,触摸屏；业绩预升；股权激励,广东,8.900000,9.110000,8.800000,9.040000,74.251472,9.040000,0.010056,17392029.000000,155784774.060000,0.015423,10194434035.200001,12946595934.719999,0.000000,0.000000,-24.537013,0.550065,-40.457021,2.539041,9.164000,9.195000,8.959000,8.650000,7.750000,5日、10日均线死叉；,0.326879,0.389351,-0.124945,,33.597231,47.543707,5.704278,,8.936000,10.235776,7.636224,50.000000,58.333333,46.047797,57.016539,61.780358,0.034637,0.803166
