股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300086,康芝药业,2017-04-28,生物制药,婴童概念；业绩预升；股权激励,海南,11.870000,12.280000,11.800000,12.230000,58.446471,12.230000,-0.004072,14628341.000000,176615722.670000,0.033403,5355914548.380000,5503500000.000000,0.000000,0.000000,128.466387,13.431118,70.327775,3.031279,12.030000,12.018000,12.444000,12.991000,13.148000,5日、10日均线金叉；,-0.373289,-0.371186,-0.004207,,45.680931,35.478138,66.086519,,12.510000,14.257298,10.762702,16.666667,19.444444,51.799129,39.798803,39.902057,0.039088,1.327983
sz300086,康芝药业,2017-04-27,生物制药,婴童概念；业绩预升；股权激励,海南,11.790000,13.000000,11.100000,12.280000,58.685418,12.280000,0.036287,27222870.000000,319259623.710000,0.062162,5377811173.680000,5526000000.000000,0.000000,0.000000,128.991597,13.486029,70.615296,3.043672,11.974000,12.071000,12.510000,13.064000,13.164667,1日、5日均线金叉；1日、10日均线金叉；,-0.402581,-0.370660,-0.063842,,38.784555,30.376741,55.600183,,12.580000,14.325236,10.834764,16.666667,23.611111,55.359424,41.025496,40.495089,0.160338,2.847043
sz300086,康芝药业,2017-04-26,生物制药,婴童概念；业绩预升；股权激励,海南,11.800000,11.850000,11.680000,11.850000,56.630472,11.850000,0.000000,3608308.000000,42433959.520000,0.008239,5189500196.100000,5332500000.000000,0.000000,0.000000,124.474790,13.013798,68.142611,2.937094,11.908000,12.129000,12.580000,13.121667,13.180500,,-0.439203,-0.362680,-0.153046,,27.124201,26.172834,29.026935,,12.675000,14.389469,10.960531,8.333333,27.777778,12.023636,22.096197,32.188975,0.014346,0.680332
sz300086,康芝药业,2017-04-25,生物制药,婴童概念；业绩预升；股权激励,海南,11.900000,11.960000,11.770000,11.850000,56.630472,11.850000,-0.007538,4400000.000000,52242267.440000,0.010047,5189500196.100000,5332500000.000000,0.000000,0.000000,124.474790,13.013798,68.142611,2.937094,11.932000,12.232000,12.675000,13.178667,13.203500,30日、60日均线死叉；,-0.435775,-0.343549,-0.184453,,26.249682,25.697150,27.354744,,12.777000,14.452679,11.101321,16.666667,33.333333,12.023636,22.096197,32.188975,0.015913,0.655332
sz300086,康芝药业,2017-04-24,生物制药,婴童概念；业绩预升；股权激励,海南,11.890000,11.990000,11.440000,11.940000,57.060577,11.940000,-0.000837,5217776.000000,61169322.400000,0.011915,5228914121.640000,5373000000.000000,0.000000,0.000000,125.420168,13.112637,68.660150,2.959401,11.982000,12.346000,12.777000,13.234667,13.224333,,-0.425062,-0.320492,-0.209139,,25.523171,25.420885,25.727744,金叉,12.888000,14.534324,11.241676,25.000000,36.111111,13.998885,23.418162,33.076482,0.046025,0.759120
sz300086,康芝药业,2017-04-21,生物制药,婴童概念；业绩预升；股权激励,海南,11.900000,11.990000,11.690000,11.950000,57.108367,11.950000,0.000000,7360073.000000,87347895.100000,0.016807,5233114196.700000,5377500000.000000,0.000000,0.000000,116.471735,13.123619,59.158416,2.986455,12.006000,12.460000,12.888000,13.288667,13.243167,,-0.414369,-0.294350,-0.240038,,22.659757,25.369742,17.239786,,12.996000,14.601394,11.390606,33.333333,37.500000,14.215113,23.561737,33.173876,0.025105,0.762627
sz300086,康芝药业,2017-04-20,生物制药,婴童概念；业绩预升；股权激励,海南,11.880000,12.050000,11.610000,11.950000,57.108367,11.950000,-0.001671,5932556.000000,70450815.440000,0.013547,5233114196.700000,5377500000.000000,0.000000,0.000000,116.471735,13.123619,59.158416,2.986455,12.168000,12.566000,12.996000,13.344000,13.262167,,-0.395711,-0.264345,-0.262732,,22.580239,26.724734,14.291248,,13.123500,14.711780,11.535220,41.666667,37.500000,14.215113,23.561737,33.173876,0.036759,0.672689
sz300086,康芝药业,2017-04-19,生物制药,婴童概念；业绩预升；股权激励,海南,12.000000,12.070000,11.710000,11.970000,57.203945,11.970000,-0.010744,10660375.000000,126761090.800000,0.024343,5241872546.820000,5386500000.000000,0.000000,0.000000,116.666667,13.145583,59.257426,2.991453,12.350000,12.669000,13.123500,13.391667,13.281167,,-0.366142,-0.231504,-0.269277,,23.042333,28.796982,11.533035,,13.249000,14.812120,11.685880,41.666667,36.111111,14.526755,23.807030,33.354274,0.029752,1.327956
sz300086,康芝药业,2017-04-18,生物制药,婴童概念；业绩预升；股权激励,海南,12.180000,12.190000,11.840000,12.100000,57.825208,12.100000,0.003317,5196486.000000,62501215.750000,0.011866,5298801822.600000,5445000000.000000,0.000000,0.000000,117.933723,13.288351,59.900990,3.023942,12.532000,12.744000,13.249000,13.438333,13.299167,20日、60日均线死叉；,-0.325111,-0.197844,-0.254535,,25.719962,31.674306,13.811273,,13.363000,14.897446,11.828554,41.666667,36.111111,16.484279,25.381439,34.523723,0.029022,0.744154
sz300086,康芝药业,2017-04-17,生物制药,婴童概念；业绩预升；股权激励,海南,12.650000,12.650000,12.050000,12.060000,57.634050,12.060000,-0.054859,19105254.000000,233220517.550000,0.043628,5281285122.360000,5427000000.000000,0.000000,0.000000,117.543860,13.244422,59.702970,3.013945,12.710000,12.789000,13.363000,13.477333,13.330333,5日、10日均线死叉；,-0.281249,-0.166027,-0.230443,,28.878450,34.651478,17.332393,死叉,13.477500,14.961472,11.993528,33.333333,36.111111,13.495366,23.963150,33.839716,0.047022,2.689088
