股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz000007,全新好,2017-01-13,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,24.650000,24.650000,22.230000,23.810000,191.312477,23.810000,-0.032507,3074601.000000,73153038.490000,0.014928,4904035269.220000,5499285293.030000,0.000000,0.000000,127.671668,30.762552,35.147387,14.317498,24.630000,25.304000,25.304000,25.302667,25.826000,20日、30日均线金叉；,-0.249004,-0.096866,-0.304276,,22.872890,30.085315,8.448040,,25.347500,26.386109,24.308891,41.666667,50.000000,18.928642,31.897547,41.125048,0.098334,1.491299
sz000007,全新好,2017-01-12,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,24.700000,25.000000,24.600000,24.610000,197.740448,24.610000,-0.009658,1220127.000000,30249358.690000,0.005924,5068807558.820000,5684057583.430000,0.000000,0.000000,131.961350,31.796153,36.328316,14.798557,24.958000,25.468000,25.347500,25.353667,25.863500,,-0.144417,-0.058832,-0.171171,,16.984774,33.691528,-16.428735,,25.331500,26.506500,24.156500,50.000000,52.777778,29.059070,39.120147,45.264440,0.016097,0.685451
sz000007,全新好,2017-01-11,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,24.750000,25.320000,24.600000,24.850000,199.668839,24.850000,0.002420,2347983.000000,58575748.000000,0.011400,5118239245.700000,5739489270.550000,0.000000,0.000000,133.248255,32.106234,36.682594,14.942874,25.284000,25.556000,25.331500,25.383000,25.886000,5日、20日均线死叉；5日、30日均线死叉；,-0.090280,-0.037435,-0.105690,,25.248850,42.044905,-8.343259,,25.313000,26.623476,24.002524,58.333333,55.555556,33.547667,41.717859,46.613336,0.029044,1.265795
sz000007,全新好,2017-01-10,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,25.090000,25.190000,24.680000,24.790000,199.186741,24.790000,-0.011957,2151653.000000,53419509.300000,0.010447,5105881323.980000,5725631348.770000,0.000000,0.000000,132.926528,32.028713,36.594025,14.906795,25.608000,25.616000,25.313000,25.393000,25.907000,5日、10日均线死叉；,-0.044305,-0.024224,-0.040163,死叉,32.165513,50.442933,-4.389327,,25.316000,26.697688,23.934312,50.000000,56.944444,31.338119,40.817248,46.229432,0.020327,1.131384
sz000007,全新好,2017-01-09,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,25.160000,25.450000,24.970000,25.090000,201.597230,25.090000,-0.014145,1514100.000000,38101118.000000,0.007351,5167670932.580000,5794920957.670000,0.000000,0.000000,134.535159,32.416314,37.036873,15.087192,25.870000,25.664000,25.316000,25.419333,25.927667,1日、20日均线死叉；1日、30日均线死叉；5日、60日均线死叉；,0.021129,-0.019204,0.080666,,45.641634,59.581642,17.761618,,25.356000,26.735618,23.976382,50.000000,59.722222,36.378007,43.928456,47.879200,0.018861,0.833281
sz000007,全新好,2017-01-06,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,26.240000,26.300000,25.410000,25.450000,204.489817,25.450000,-0.030107,1666310.000000,42781412.740000,0.008090,5241818462.900000,5878068488.350000,0.000000,0.000000,136.465516,32.881434,37.568291,15.303668,25.978000,25.624000,25.356000,25.440667,25.943833,1日、5日均线死叉；1日、10日均线死叉；1日、60日均线死叉；,0.073795,-0.029287,0.206163,,65.165748,66.551646,62.393951,死叉,25.397500,26.779537,24.015463,50.000000,61.111111,43.349618,47.948724,49.928231,0.033918,0.928951
sz000007,全新好,2017-01-05,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,26.780000,26.790000,26.110000,26.240000,210.837438,26.240000,-0.008689,1594693.000000,41950798.140000,0.007743,5404531098.880000,6060531125.120000,0.000000,0.000000,140.701578,33.902115,38.734458,15.778713,25.978000,25.595000,25.397500,25.468333,25.952000,5日、60日均线金叉；,0.103287,-0.055057,0.316688,,76.018664,67.244596,93.566801,,25.408000,26.745875,24.070125,58.333333,62.500000,66.738879,58.767628,54.866190,0.025689,0.960929
sz000007,全新好,2017-01-04,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,26.090000,26.620000,26.000000,26.470000,212.685480,26.470000,0.014176,2582186.000000,68084089.560000,0.012537,5451903132.140000,6113653158.610000,0.000000,0.000000,141.934861,34.199276,39.073975,15.917017,25.828000,25.518000,25.408000,25.482333,25.952167,10日、30日均线金叉；,0.058991,-0.094643,0.307269,,75.631372,62.857562,101.178992,,25.377000,26.635471,24.118529,66.666667,61.111111,76.791090,62.533183,56.423145,0.023755,1.585015
sz000007,全新好,2017-01-03,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,26.100000,26.300000,25.760000,26.100000,209.712543,26.100000,0.018338,1727884.000000,44872750.150000,0.008389,5375695948.200000,6028195974.300000,0.000000,0.000000,139.950883,33.721235,38.527795,15.694528,25.624000,25.447000,25.377000,25.479333,25.942167,1日、60日均线金叉；5日、30日均线金叉；,-0.021822,-0.133052,0.222459,,66.856148,56.470656,87.627132,,25.326000,26.654551,23.997449,66.666667,56.944444,70.919136,58.623616,54.429512,0.021069,1.143296
sz000007,全新好,2016-12-30,酒店旅游,稀缺资源；涉矿概念；业绩预降；深圳本地,广东；深圳,25.450000,25.700000,25.320000,25.630000,205.936111,25.630000,0.007073,1397698.000000,35753232.720000,0.006786,5278892228.060000,5919642253.690000,0.000000,0.000000,137.430695,33.113995,37.834000,15.411906,25.458000,25.368000,25.326000,25.489000,25.943667,1日、30日均线金叉；5日、10日均线金叉；5日、20日均线金叉；,-0.086980,-0.160859,0.147758,,55.603372,51.277910,64.254294,,25.302000,26.739834,23.864166,66.666667,51.388889,60.281820,52.900903,51.741861,0.014931,0.835164
