index_code,date,open,close,low,high,volume,money,change
sh000300,2014-12-31,3462.39,3533.71,3452.5,3542.34,34593476000.0,4.03711e+11,0.0220245294795
sh000300,2014-12-30,3450.81,3457.55,3422.17,3491.83,32823387300.0,3.94608e+11,0.000607445329197
sh000300,2014-12-29,3502.18,3455.46,3405.84,3524.28,42501503700.0,5.05005e+11,0.00279061209766
sh000300,2014-12-26,3343.64,3445.84,3335.01,3453.34,38461412400.0,4.38838e+11,0.0331052860225
sh000300,2014-12-25,3254.48,3335.42,3226.32,3335.78,30979954700.0,3.30129e+11,0.0325143906996
sh000300,2014-12-24,3332.15,3230.39,3188.5,3340.36,31744958700.0,3.39476e+11,-0.0284334318619
sh000300,2014-12-23,3358.8,3324.92,3316.91,3431.78,36973609300.0,3.77228e+11,-0.0204912032208
sh000300,2014-12-22,3396.25,3394.48,3357.66,3455.21,54980167100.0,5.37021e+11,0.00334420381849
sh000300,2014-12-19,3345.63,3383.17,3280.92,3397.18,41121159000.0,4.35517e+11,0.0111299499361
sh000300,2014-12-18,3359.09,3345.93,3322.23,3393.71,35597020700.0,4.1626e+11,-0.00436559207617
sh000300,2014-12-17,3325.82,3360.6,3275.74,3368.19,44814077000.0,5.27749e+11,0.0173142717719
sh000300,2014-12-16,3221.36,3303.4,3207.69,3303.4,35812384700.0,4.25666e+11,0.0267851703392
sh000300,2014-12-15,3176.83,3217.23,3143.3,3226.22,29019383400.0,3.26668e+11,0.00751622105162
sh000300,2014-12-12,3182.92,3193.23,3167.93,3239.45,30106532500.0,3.37817e+11,0.00320922447041
sh000300,2014-12-11,3185.16,3183.01,3158.44,3254.42,36709169100.0,3.92945e+11,-0.0119613378173
sh000300,2014-12-10,3120.21,3221.55,3058.19,3229.05,42501870800.0,4.773e+11,0.0368961087742
sh000300,2014-12-09,3233.1,3106.91,3074.52,3387.83,63287456700.0,7.0215e+11,-0.0448734521798
sh000300,2014-12-08,3108.27,3252.88,3075.7,3270.88,48446234400.0,5.15774e+11,0.0409602273364
sh000300,2014-12-05,3143.97,3124.89,3011.94,3195.8,52488126000.0,5.54363e+11,0.00661458707472
sh000300,2014-12-04,2975.4,3104.35,2968.88,3104.89,42681292800.0,4.33876e+11,0.046099323044
sh000300,2014-12-03,2936.12,2967.55,2912.25,3028.23,46615668500.0,4.64858e+11,0.0149144647291
sh000300,2014-12-02,2807.34,2923.94,2804.29,2944.51,36146532200.0,3.41185e+11,0.036927284514
