index_code,date,open,close,low,high,volume,money,change
sz399905,2014-12-31,5274.65,5322.71,5241.36,5322.71,9368289900.0,1.04486e+11,0.00902904882101
sz399905,2014-12-30,5357.39,5275.09,5261.62,5366.16,9891032800.0,1.14208e+11,-0.0172425966957
sz399905,2014-12-29,5436.49,5367.64,5330.33,5436.49,12069624100.0,1.36057e+11,-0.0101634760659
sz399905,2014-12-26,5370.33,5422.75,5359.53,5423.35,10578671400.0,1.19121e+11,0.0108467362579
sz399905,2014-12-25,5279.3,5364.56,5272.32,5365.07,8976662400.0,1.00095e+11,0.0194205457052
sz399905,2014-12-24,5212.07,5262.37,5197.72,5263.2,8614574700.0,95316706929.0,0.0132165333455
sz399905,2014-12-23,5273.99,5193.72,5187.63,5316.72,9528258800.0,1.04442e+11,-0.0210146292069
sz399905,2014-12-22,5523.66,5305.21,5279.96,5523.96,15132754000.0,1.61635e+11,-0.0396285599775
sz399905,2014-12-19,5554.67,5524.12,5423.75,5558.18,13338714600.0,1.48956e+11,-0.00610340506419
sz399905,2014-12-18,5551.04,5558.05,5543.4,5598.99,10713899800.0,1.23272e+11,0.000136577458853
sz399905,2014-12-17,5597.88,5557.29,5488.8,5597.88,13313451100.0,1.50578e+11,-0.00881214648278
sz399905,2014-12-16,5590.27,5606.69,5548.96,5609.68,12511682300.0,1.44131e+11,0.00413640167799
sz399905,2014-12-15,5485.13,5583.6,5466.79,5588.85,12968103200.0,1.48825e+11,0.0164561639846
sz399905,2014-12-12,5457.23,5493.2,5437.66,5498.95,11656282900.0,1.28461e+11,0.00710558346654
sz399905,2014-12-11,5366.21,5454.44,5341.86,5454.92,13986962800.0,1.52239e+11,0.0149506047249
sz399905,2014-12-10,5184.02,5374.1,5151.0,5374.23,13131167300.0,1.43553e+11,0.0343940396573
sz399905,2014-12-09,5392.95,5195.41,5181.52,5465.09,19760866600.0,2.18571e+11,-0.0401406033321
sz399905,2014-12-08,5310.57,5412.67,5266.02,5435.79,15240200200.0,1.73053e+11,0.0147700778343
sz399905,2014-12-05,5462.76,5333.89,5185.36,5464.23,17243698200.0,1.92822e+11,-0.0216564238709
sz399905,2014-12-04,5345.01,5451.96,5343.13,5452.34,15212197500.0,1.68985e+11,0.0211569384183
sz399905,2014-12-03,5284.57,5339.01,5245.36,5339.25,15294699000.0,1.6413e+11,0.0116240975872
sz399905,2014-12-02,5201.37,5277.66,5196.09,5278.65,10940700400.0,1.17628e+11,0.0133479540389
sz399905,2014-12-01,5246.43,5208.14,5181.1,5247.01,11592338900.0,1.20869e+11,-0.0070783813293
sz399905,2014-11-28,5249.67,5245.27,5193.35,5261.16,12536175200.0,1.30493e+11,-0.00116578680421
sz399905,2014-11-27,5229.4,5251.39,5202.76,5251.7,12058736700.0,1.25433e+11,0.00713032271427
sz399905,2014-11-26,5198.13,5214.21,5168.18,5215.64,10988009700.0,1.17427e+11,0.00485816055923
