date,open,high,close,price_change,p_change,涨跌幅2,复权因子,收盘价_后复权,开盘价_后复权,最高价_后复权
2016-06-13,22.210000000000001,22.210000000000001,20.690000000000001,-1.620000000000000,-7.260000000000000,,0.927400000000000,20.690000000000001,22.210000000000001,22.210000000000001
2016-06-14,20.579999999999998,21.180000000000000,20.760000000000002,0.070000000000000,0.340000000000000,0.070000000000000,0.930553160000000,20.760346000000002,20.580342999999999,21.180353000000000
2016-06-15,20.350000000000001,22.289999999999999,21.809999999999999,1.050000000000000,5.060000000000000,1.049999999999997,0.977639149896000,21.810819507600002,20.350764648310872,22.290837543530674
2016-06-16,21.680000000000000,22.879999999999999,21.980000000000000,0.170000000000000,0.780000000000000,0.170000000000002,0.985264735265189,21.980943899759282,21.680931016687044,22.880982548975993
2016-06-17,22.000000000000000,22.480000000000000,21.730000000000000,-0.250000000000000,-1.140000000000000,-0.250000000000000,0.974032717283166,21.730361139302026,22.000365626536794,22.480373603843056
2016-06-20,21.780000000000001,21.949999999999999,21.559999999999999,-0.170000000000000,-0.780000000000000,-0.170000000000002,0.966435262088357,21.560864322415469,21.780873142031957,21.950879957190146
2016-06-21,21.760000000000002,21.949999999999999,21.280000000000001,-0.280000000000000,-1.300000000000000,-0.279999999999998,0.953871603681208,21.280573086224070,21.760586012981001,21.950591129822289
2016-06-22,21.160000000000000,21.649999999999999,21.640000000000001,0.360000000000000,1.690000000000000,0.359999999999999,0.969992033783421,21.640214771381252,21.160210007505881,21.650214870628655
2016-06-23,21.640000000000001,21.930000000000000,21.629999999999999,-0.010000000000000,-0.050000000000000,-0.010000000000002,0.969507037766529,21.629394663995562,21.639394384136107,21.929386268211868
2016-06-24,21.559999999999999,21.760000000000002,21.120000000000001,-0.510000000000000,-2.360000000000000,-0.509999999999998,0.946626671675239,21.118940949925268,21.558918886382042,21.758908857498760
2016-06-27,21.000000000000000,21.859999999999999,21.680000000000000,0.560000000000000,2.650000000000000,0.559999999999999,0.971712278474633,21.678592885098286,20.998637019698524,21.858581202409990
2016-06-28,21.600000000000001,21.850000000000001,21.809999999999999,0.130000000000000,0.600000000000000,0.129999999999999,0.977542552145480,21.808664442408876,21.598677301973030,21.848661992968086
2016-06-29,22.010000000000002,22.129999999999999,21.850000000000001,0.040000000000000,0.180000000000000,0.040000000000003,0.979302128739342,21.847920038405210,22.007904807565158,22.127893384435115
2016-06-30,21.730000000000000,22.070000000000000,21.690000000000001,-0.160000000000000,-0.730000000000000,-0.160000000000000,0.972153223199545,21.688430222124854,21.728427327191014,22.068402720253367
2016-07-01,21.899999999999999,21.989999999999998,21.690000000000001,0.000000000000000,0.000000000000000,0.000000000000000,0.972153223199545,21.688430222124854,21.898415023722190,21.988408510121047
2016-07-04,21.590000000000000,22.010000000000002,21.980000000000000,0.290000000000000,1.340000000000000,0.289999999999999,0.985180076390419,21.979055187101327,21.589071951297438,22.009053897547780
2016-07-05,21.980000000000000,22.340000000000000,22.070000000000000,0.090000000000000,0.410000000000000,0.090000000000000,0.989219314703620,22.069169313368441,21.979172700853571,22.339159150913048
2016-07-06,22.070000000000000,22.070000000000000,21.800000000000001,-0.270000000000000,-1.220000000000000,-0.270000000000000,0.977150839064236,21.799925447745348,22.069924524391737,22.069924524391737
2016-07-07,21.890000000000001,22.489999999999998,22.219999999999999,0.420000000000000,1.930000000000000,0.419999999999998,0.996009850258175,22.220664008886835,21.890654147368718,22.490672077401662
2016-07-08,22.280000000000001,22.440000000000001,22.100000000000001,-0.120000000000000,-0.540000000000000,-0.119999999999997,0.990631397066781,22.100672423238848,22.280677899989207,22.440682768211751
2016-07-11,22.199999999999999,22.219999999999999,21.730000000000000,-0.370000000000000,-1.670000000000000,-0.370000000000001,0.974087852735766,21.731591193770758,22.201625609834824,22.221627074348191
2016-07-12,21.770000000000000,21.940000000000001,21.809999999999999,0.080000000000000,0.370000000000000,0.079999999999998,0.977691977790888,21.811998081187710,21.771994416664668,21.942009990887595
2016-07-13,21.809999999999999,22.160000000000000,21.960000000000001,0.150000000000000,0.690000000000000,0.150000000000002,0.984438052437645,21.962500867947902,21.812483785516562,22.162523644523016
2016-07-14,21.910000000000000,22.500000000000000,22.289999999999999,0.330000000000000,1.500000000000000,0.329999999999998,0.999204623224210,22.291938380967121,21.911905335441439,22.501956642968157
2016-07-15,22.289999999999999,22.359999999999999,21.910000000000000,-0.380000000000000,-1.710000000000000,-0.379999999999999,0.982118224167076,21.910746234652581,22.290759177106619,22.360761561242889
